"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","ecp"
"655",499219,"E02001057","E02006915",19,0,0,1,3,0,0,11,1,0,3,0,2586.51540180629,0.178837825842667,3.39791869101067,3.39791869101067
"656",499220,"E02001057","E02006916",6,0,0,0,3,1,0,1,0,0,1,0,3440.75225513405,0.150751385100694,0.904508310604164,0.904508310604164
"657",499221,"E02001057","E02006917",136,0,3,2,21,1,1,16,1,9,82,0,2782.38151655827,0.171967614508626,23.3875955731732,14.3875955731732
"658",499270,"E02001059","E02001045",5,0,0,0,3,0,0,2,0,0,0,0,6625.45318995868,0.0797336605002907,0.398668302501453,0.398668302501453
"659",499271,"E02001059","E02001046",13,0,0,0,4,1,0,4,0,3,1,0,5388.92228386584,0.102104624490665,1.32736011837864,-1.67263988162136
"660",499272,"E02001059","E02001047",2,0,0,0,1,0,0,1,0,0,0,0,4982.55972524837,0.11074945961677,0.22149891923354,0.22149891923354
"661",499273,"E02001059","E02001048",4,0,0,0,3,0,0,1,0,0,0,0,6891.49115228217,0.0756021138822326,0.30240845552893,0.30240845552893
"662",499274,"E02001059","E02001049",2,0,0,0,1,0,0,1,0,0,0,0,4202.65989784539,0.129444276998267,0.258888553996534,0.258888553996534
"663",499275,"E02001059","E02001050",24,0,0,0,3,0,0,16,3,0,2,0,4437.28633675853,0.123510380763955,2.96424913833492,2.96424913833492
"664",499276,"E02001059","E02001051",11,0,0,0,1,0,0,8,1,0,1,0,3773.69852396059,0.141039891649512,1.55143880814464,1.55143880814464
"665",499277,"E02001059","E02001052",16,0,1,0,6,0,1,6,0,1,1,0,4566.59964488538,0.120357026412617,1.92571242260187,0.925712422601871
"666",499278,"E02001059","E02001053",6,0,0,0,2,0,0,3,1,0,0,0,3010.35151278984,0.164302981588192,0.985817889529151,0.985817889529151
"667",499279,"E02001059","E02001055",54,0,0,0,5,4,0,20,3,9,12,1,2014.23615328106,0.200524261417053,10.8283101165208,1.82831011652084
"668",499280,"E02001059","E02001056",50,0,0,0,4,0,0,13,2,0,29,2,1433.00283299516,0.225243470450496,11.2621735225248,11.2621735225248
"669",499281,"E02001059","E02001057",45,0,0,0,8,0,0,18,2,1,16,0,1626.82466191888,0.216679118435471,9.75056032959618,8.75056032959618
"670",499282,"E02001059","E02001059",382,0,0,0,53,3,2,102,17,10,194,1,0,0.3,114.6,104.6
"671",499283,"E02001059","E02001061",102,0,0,2,14,3,0,41,2,2,38,0,1816.78739540531,0.208601346101909,21.2773373023948,19.2773373023948
"672",499284,"E02001059","E02001062",115,0,0,0,35,0,1,56,12,2,9,0,2150.53767425118,0.195131743825879,22.4401505399761,20.4401505399761
"673",499285,"E02001059","E02001063",42,0,0,0,13,1,0,19,4,1,2,2,3860.56924720265,0.138610608636517,5.82164556273371,4.82164556273371
"674",499286,"E02001059","E02001064",56,0,0,0,9,0,0,27,2,6,12,0,1747.09020761131,0.211529492484058,11.8456515791072,5.84565157910724
"675",499287,"E02001059","E02001065",24,0,0,0,7,0,0,8,1,3,5,0,2872.19482600941,0.168906196318349,4.05374871164037,1.05374871164037
"676",499288,"E02001059","E02001066",69,0,0,0,32,0,0,26,5,1,5,0,2733.58232984041,0.173654207503306,11.9821403177281,10.9821403177281
"677",499289,"E02001059","E02001067",12,0,0,0,2,0,0,7,0,0,3,0,2867.42045298632,0.169067557583402,2.02881069100082,2.02881069100082
"678",499290,"E02001059","E02001068",5,0,0,0,2,0,0,2,0,0,1,0,4621.65361935807,0.119039069075105,0.595195345375525,0.595195345375525
"679",499291,"E02001059","E02001069",6,0,0,0,2,0,0,4,0,0,0,0,3953.3422447419,0.136062457373402,0.816374744240409,0.816374744240409
"680",499292,"E02001059","E02001070",17,0,0,0,4,0,1,9,2,1,0,0,3464.06775046075,0.150050052919294,2.55085089962801,1.55085089962801
"681",499293,"E02001059","E02001071",1,0,0,0,1,0,0,0,0,0,0,0,3274.45456949485,0.15584961887613,0.15584961887613,0.15584961887613
"682",499294,"E02001059","E02001072",5,0,0,0,2,0,0,3,0,0,0,0,5647.4972865603,0.0969584966490982,0.484792483245491,0.484792483245491
"683",499295,"E02001059","E02001073",8,0,0,0,3,0,0,3,0,1,1,0,6964.97159780142,0.0744991827179079,0.595993461743263,-0.404006538256737
"684",499296,"E02001059","E02001074",9,0,0,0,5,0,0,4,0,0,0,0,5074.58777978824,0.108729692695628,0.978567234260651,0.978567234260651
"685",499297,"E02001059","E02001075",3,0,0,0,2,0,0,1,0,0,0,0,4073.50495653599,0.132831510047199,0.398494530141598,0.398494530141598
"686",499298,"E02001059","E02001076",11,0,0,0,3,0,0,7,0,1,0,0,4348.3925320884,0.125725878340611,1.38298466174672,0.382984661746717
"687",499299,"E02001059","E02001077",4,0,0,0,1,0,0,2,1,0,0,0,6777.08428400429,0.0773519369329364,0.309407747731746,0.309407747731746
"688",499300,"E02001059","E02001078",4,0,0,0,2,0,0,1,0,1,0,0,4734.86852985143,0.116373956480374,0.465495825921497,-0.534504174078503
"689",499301,"E02001059","E02001079",5,0,0,0,1,0,0,4,0,0,0,0,5815.60747265677,0.0937527483472523,0.468763741736261,0.468763741736261
"690",499302,"E02001059","E02001080",7,0,0,0,3,0,0,1,2,0,1,0,5073.04265735136,0.108763298025343,0.761343086177401,0.761343086177401
"691",499303,"E02001059","E02001082",5,0,0,0,2,0,0,2,0,1,0,0,6183.2804407003,0.0871060538918627,0.435530269459314,-0.564469730540686
"692",499304,"E02001059","E02001083",19,0,0,0,4,0,0,13,1,1,0,0,6846.02921176788,0.0762926522069558,1.44956039193216,0.44956039193216
"693",499305,"E02001059","E02001084",6,0,0,0,0,0,0,4,0,2,0,0,6188.78492435216,0.0870102118876918,0.522061271326151,-1.47793872867385
"694",499306,"E02001059","E02001085",7,0,0,0,5,0,0,2,0,0,0,0,5883.88866894603,0.0924811408350386,0.64736798584527,0.64736798584527
"695",499307,"E02001059","E02001086",5,0,0,0,1,0,0,3,0,1,0,0,7699.91601105987,0.0643154107756566,0.321577053878283,-0.678422946121717
"696",499308,"E02001059","E02001087",5,0,0,0,1,0,0,4,0,0,0,0,7635.01616935599,0.0651556642057134,0.325778321028567,0.325778321028567
"697",499309,"E02001059","E02001088",6,0,0,0,1,0,0,3,0,0,2,0,9765.27890288234,0.0425519930486938,0.255311958292163,0.255311958292163
"698",499310,"E02001059","E02001089",21,0,0,1,9,0,0,8,1,0,2,0,8168.51261760132,0.058561644474727,1.22979453396927,1.22979453396927
"699",499311,"E02001059","E02001090",12,0,0,0,4,0,0,6,2,0,0,0,9046.47498413415,0.049130866250543,0.589570395006516,0.589570395006516
"700",499312,"E02001059","E02001092",4,0,0,0,1,0,0,0,2,0,1,0,10698.4066396836,0.0353077026924088,0.141230810769635,0.141230810769635
"701",499313,"E02001059","E02001093",13,0,0,0,5,0,0,5,1,0,2,0,10635.4221440684,0.0357552834074874,0.464818684297337,0.464818684297337
"702",499314,"E02001059","E02001094",9,0,0,0,2,0,0,5,0,0,2,0,11675.7036597677,0.0290390577470323,0.261351519723291,0.261351519723291
"703",499315,"E02001059","E02001095",24,0,0,0,9,0,0,15,0,0,0,0,12251.437648994,0.0258806334265666,0.621135202237599,0.621135202237599
"704",499316,"E02001059","E02001096",9,0,0,0,3,0,0,4,1,0,1,0,12687.9395790888,0.0237170585396924,0.213453526857231,0.213453526857231
"705",499317,"E02001059","E02001097",36,0,2,2,10,0,1,17,0,3,1,0,14445.0629174486,0.0166893349750432,0.600816059101556,-2.39918394089844
"706",499590,"E02001059","E02006902",307,0,2,1,198,1,0,62,9,7,27,0,3013.75662245695,0.164191125746467,50.4066756041655,43.4066756041655
"707",499591,"E02001059","E02006912",237,0,3,6,112,1,2,56,5,16,36,0,2602.55316594316,0.178265113063017,42.2488317959349,26.2488317959349
"708",499592,"E02001059","E02006913",42,0,0,0,15,1,0,18,2,3,1,2,3338.06950406605,0.153879306919716,6.46293089062806,3.46293089062806
"709",499593,"E02001059","E02006914",51,0,0,0,29,0,0,12,2,2,6,0,3537.23995573608,0.147870144043725,7.54137734622998,5.54137734622998
"710",499594,"E02001059","E02006915",27,0,0,0,11,0,0,12,3,0,1,0,4194.65784119582,0.129651606948114,3.50059338759909,3.50059338759909
"711",499595,"E02001059","E02006916",9,0,0,0,4,0,0,5,0,0,0,0,4611.4548030502,0.119282128402366,1.07353915562129,1.07353915562129
"712",499596,"E02001059","E02006917",108,0,1,0,59,1,1,22,5,5,14,0,4083.1916163131,0.132574420432471,14.3180374067069,9.31803740670687
"713",499636,"E02001061","E02001045",5,0,0,0,3,0,0,2,0,0,0,0,8135.29030561421,0.0589520507027895,0.294760253513948,0.294760253513948
"714",499637,"E02001061","E02001046",5,0,0,0,1,0,0,3,0,0,1,0,6857.35476493847,0.0761200364798,0.380600182399,0.380600182399
"715",499638,"E02001061","E02001047",4,0,0,0,0,0,0,4,0,0,0,0,6100.37971372348,0.088562324155842,0.354249296623368,0.354249296623368
"716",499639,"E02001061","E02001048",1,0,0,0,0,1,0,0,0,0,0,0,8587.95304744418,0.0538494325082637,0.0538494325082637,0.0538494325082637
"717",499640,"E02001061","E02001049",1,0,0,0,0,0,0,1,0,0,0,0,4996.28574678383,0.110445846653702,0.110445846653702,0.110445846653702
"718",499641,"E02001061","E02001050",19,0,0,0,4,0,0,14,0,0,1,0,6041.61524471672,0.0896093283591442,1.70257723882374,1.70257723882374
"719",499642,"E02001061","E02001051",4,0,0,0,0,0,0,3,0,0,1,0,5038.83396424563,0.109509979469002,0.438039917876009,0.438039917876009
"720",499643,"E02001061","E02001052",7,0,0,0,2,0,0,3,1,0,1,0,6322.10539875227,0.0847208212468395,0.593045748727877,0.593045748727877
"721",499644,"E02001061","E02001053",5,0,0,0,3,0,0,2,0,0,0,0,4614.75817223761,0.119203347847843,0.596016739239213,0.596016739239213
"722",499645,"E02001061","E02001055",25,0,0,0,7,0,0,12,4,0,1,1,3223.91599162434,0.157432890646752,3.93582226616879,3.93582226616879
"723",499646,"E02001061","E02001056",22,0,0,0,0,0,0,9,1,1,11,0,2068.04891725482,0.19837768053226,4.36430897170972,3.36430897170972
"724",499647,"E02001061","E02001057",29,0,0,0,4,0,0,20,2,1,2,0,3432.3875933921,0.15100379304123,4.37910999819568,3.37910999819568
"725",499648,"E02001061","E02001059",193,0,1,0,35,5,0,79,15,15,42,1,1816.78739540531,0.208601346101909,40.2600597976685,25.2600597976685
"726",499649,"E02001061","E02001061",211,0,0,4,20,2,1,56,9,7,108,4,0,0.3,63.3,56.3
"727",499650,"E02001061","E02001062",112,0,0,4,39,0,0,53,8,3,5,0,3325.82152891717,0.154256710959944,17.2767516275137,14.2767516275137
"728",499651,"E02001061","E02001063",40,0,0,1,15,0,0,20,0,1,3,0,5000.80712408615,0.110346018327818,4.41384073311272,3.41384073311272
"729",499652,"E02001061","E02001064",83,0,0,2,21,0,0,21,4,5,30,0,1805.79781472141,0.209060338595388,17.3520081034172,12.3520081034172
"730",499653,"E02001061","E02001065",31,0,0,0,6,0,0,10,6,0,9,0,1095.80605666441,0.240957667208085,7.46968768345064,7.46968768345064
"731",499654,"E02001061","E02001066",91,0,0,0,32,0,0,48,5,3,3,0,3245.30842917736,0.15676075487792,14.2652286938907,11.2652286938907
"732",499655,"E02001061","E02001067",27,0,0,0,7,0,0,7,1,1,11,0,1745.73665649556,0.211586763431737,5.7128426126569,4.7128426126569
"733",499656,"E02001061","E02001068",6,0,0,0,1,0,0,4,0,0,1,0,5533.50772942893,0.0991943372780063,0.595166023668038,0.595166023668038
"734",499657,"E02001061","E02001069",7,0,0,1,2,0,0,4,0,0,0,0,4617.60838642548,0.119135416197002,0.833947913379014,0.833947913379014
"735",499658,"E02001061","E02001070",13,0,0,1,4,0,0,8,0,0,0,0,3701.57783914696,0.143089013241622,1.86015717214108,1.86015717214108
"736",499659,"E02001061","E02001071",22,0,0,0,12,0,0,7,0,0,3,0,2620.43888158852,0.177628572415933,3.90782859315052,3.90782859315052
"737",499660,"E02001061","E02001072",4,0,0,0,0,0,0,4,0,0,0,0,6564.51166629092,0.0807114251947457,0.322845700778983,0.322845700778983
"738",499661,"E02001061","E02001073",14,0,0,0,9,0,0,4,0,0,1,0,7883.64379369813,0.0619949987157593,0.86792998202063,0.86792998202063
"739",499662,"E02001061","E02001074",6,0,0,0,1,0,0,3,0,0,2,0,5636.52205253264,0.097171558842632,0.583029353055792,0.583029353055792
"740",499663,"E02001061","E02001075",17,0,0,0,2,1,0,12,1,0,1,0,3301.34829765606,0.155013593817958,2.63523109490529,2.63523109490529
"741",499664,"E02001061","E02001076",8,0,0,0,1,0,0,7,0,0,0,0,4390.21466477941,0.124678639349796,0.997429114798368,0.997429114798368
"742",499665,"E02001061","E02001077",4,0,0,0,0,0,0,4,0,0,0,0,7473.21298842391,0.067298629807534,0.269194519230136,0.269194519230136
"743",499666,"E02001061","E02001078",8,0,0,0,3,0,0,3,2,0,0,0,4138.43877437516,0.131117611716265,1.04894089373012,1.04894089373012
"744",499667,"E02001061","E02001079",3,0,0,0,1,0,0,1,1,0,0,0,6183.127882661,0.0871087116781677,0.261326135034503,0.261326135034503
"745",499668,"E02001061","E02001080",6,0,0,2,2,0,0,2,0,0,0,0,4921.57232755629,0.112108596052956,0.672651576317736,0.672651576317736
"746",499669,"E02001061","E02001081",2,0,0,0,2,0,0,0,0,0,0,0,8676.32856768792,0.0529060003775375,0.105812000755075,0.105812000755075
"747",499670,"E02001061","E02001082",12,0,0,0,7,1,0,3,1,0,0,0,6281.27366396238,0.0854155135562166,1.0249861626746,1.0249861626746
"748",499671,"E02001061","E02001083",14,0,0,0,6,0,0,8,0,0,0,0,7145.64577013682,0.0718552242671792,1.00597313974051,1.00597313974051
"749",499672,"E02001061","E02001084",3,0,2,0,0,0,0,1,0,0,0,0,6041.10337329792,0.0896185025195441,0.268855507558632,0.268855507558632
"750",499673,"E02001061","E02001085",16,0,0,0,9,0,0,5,1,0,1,0,5427.63326340638,0.101317162759702,1.62107460415523,1.62107460415523
"751",499674,"E02001061","E02001086",9,0,0,0,4,0,0,5,0,0,0,0,8005.16606112662,0.0605064071315852,0.544557664184267,0.544557664184267
"752",499675,"E02001061","E02001087",5,0,0,0,2,0,0,3,0,0,0,0,7544.46617917134,0.0663463825668163,0.331731912834081,0.331731912834081
"753",499676,"E02001061","E02001089",8,0,0,0,0,0,0,7,0,1,0,0,7857.97725793037,0.062314056295811,0.498512450366488,-0.501487549633512
"754",499677,"E02001061","E02001090",6,0,0,0,1,0,0,4,1,0,0,0,9126.63514858253,0.0483494789368106,0.290096873620864,0.290096873620864
"755",499678,"E02001061","E02001091",1,0,0,0,0,0,0,1,0,0,0,0,11722.5880791192,0.0287680345372461,0.0287680345372461,0.0287680345372461
"756",499679,"E02001061","E02001092",5,0,0,0,1,0,0,0,1,1,1,1,10881.6214945387,0.0340373406282407,0.170186703141203,-0.829813296858797
"757",499680,"E02001061","E02001093",8,0,0,1,6,0,0,1,0,0,0,0,10512.7333788071,0.0366434904592622,0.293147923674098,0.293147923674098
"758",499681,"E02001061","E02001094",5,0,0,0,2,0,0,1,0,1,1,0,11571.4420942753,0.0296509467502122,0.148254733751061,-0.851745266248939
"759",499682,"E02001061","E02001095",24,0,0,0,5,0,0,14,2,1,2,0,12335.1956455112,0.0254507024947818,0.610816859874764,-0.389183140125236
"760",499683,"E02001061","E02001096",9,0,0,0,3,0,0,6,0,0,0,0,12341.705056767,0.0254175902357322,0.22875831212159,0.22875831212159
"761",499684,"E02001061","E02001097",23,0,0,6,3,1,0,13,0,0,0,0,14293.3683411371,0.0172034304109208,0.395678899451177,0.395678899451177
"762",499930,"E02001061","E02006902",197,0,2,11,127,2,0,36,6,4,9,0,4770.51924874306,0.115547144585312,22.7627874833065,18.7627874833065
"763",499931,"E02001061","E02006912",136,0,0,19,67,0,0,35,8,3,4,0,4207.1881709351,0.129327098260779,17.5884853634659,14.5884853634659
"764",499932,"E02001061","E02006913",16,0,0,0,2,0,0,11,0,1,1,1,5152.91140517846,0.107039742808942,1.71263588494307,0.712635884943067
"765",499933,"E02001061","E02006914",42,0,0,5,24,0,0,12,0,1,0,0,4937.41103144069,0.111754026969768,4.69366913273024,3.69366913273024
"766",499934,"E02001061","E02006915",12,0,1,0,1,0,0,5,2,1,1,1,6010.27815667839,0.0901727110747263,1.08207253289672,0.082072532896716
"767",499935,"E02001061","E02006916",7,0,0,0,2,0,0,5,0,0,0,0,6022.53317456256,0.0899519680688057,0.62966377648164,0.62966377648164
"768",499936,"E02001061","E02006917",56,0,2,6,31,0,0,15,0,0,2,0,5617.95994511509,0.0975329710674354,5.46184637977638,5.46184637977638
"769",499982,"E02001062","E02001045",3,0,0,0,0,0,0,1,1,0,1,0,7453.36665496179,0.0675662868669872,0.202698860600962,0.202698860600962
"770",499983,"E02001062","E02001046",1,0,0,0,0,0,0,0,0,1,0,0,6382.67906235979,0.0837006432109251,0.0837006432109251,-0.916299356789075
"771",499984,"E02001062","E02001050",6,0,1,0,1,0,0,4,0,0,0,0,5237.98402897995,0.105233918639012,0.631403511834072,0.631403511834072
"772",499985,"E02001062","E02001051",1,0,0,0,0,0,0,0,0,0,1,0,5227.67859551435,0.105451038542994,0.105451038542994,0.105451038542994
"773",499986,"E02001062","E02001052",2,0,0,0,0,0,0,0,1,0,1,0,4838.73855161118,0.113981341544187,0.227962683088374,0.227962683088374
"774",499987,"E02001062","E02001053",3,0,0,0,3,0,0,0,0,0,0,0,4035.8599879597,0.13383537194444,0.401506115833319,0.401506115833319
"775",499988,"E02001062","E02001055",6,0,0,0,0,0,0,3,2,0,1,0,3802.69904164872,0.140224213470654,0.841345280823921,0.841345280823921
"776",499989,"E02001062","E02001056",3,0,0,0,1,0,0,2,0,0,0,0,3565.57952091854,0.147034399627301,0.441103198881903,0.441103198881903
"777",499990,"E02001062","E02001057",17,0,0,0,6,0,0,7,0,1,3,0,1862.26605260994,0.206712567214213,3.51411364264162,2.51411364264162
"778",499991,"E02001062","E02001059",29,0,0,1,5,0,0,14,1,2,2,4,2150.53767425118,0.195131743825879,5.65882057095049,3.65882057095049
"779",499992,"E02001062","E02001061",22,0,0,0,12,0,0,6,1,2,1,0,3325.82152891717,0.154256710959944,3.39364764111877,1.39364764111877
"780",499993,"E02001062","E02001062",307,0,0,1,42,0,0,41,3,12,204,4,0,0.3,92.1,80.1
"781",499994,"E02001062","E02001063",63,0,0,0,7,0,0,18,2,3,33,0,1731.08958846463,0.212207497324678,13.3690723314547,10.3690723314547
"782",499995,"E02001062","E02001064",80,0,0,0,28,1,0,31,6,1,12,1,1770.50268849884,0.210541321802325,16.843305744186,15.843305744186
"783",499996,"E02001062","E02001065",7,0,0,0,3,0,0,4,0,0,0,0,4041.39526171596,0.133687290842111,0.935811035894775,0.935811035894775
"784",499997,"E02001062","E02001066",193,0,0,0,24,0,1,24,6,7,131,0,1202.38916026675,0.235875622454693,45.5239951337558,38.5239951337558
"785",499998,"E02001062","E02001067",2,0,0,0,0,0,0,1,0,0,1,0,3209.65233969036,0.157882645447363,0.315765290894726,0.315765290894726
"786",499999,"E02001062","E02001068",2,0,0,0,0,0,0,2,0,0,0,0,2476.16340482186,0.182828726474905,0.36565745294981,0.36565745294981
"787",500000,"E02001062","E02001069",17,0,0,0,4,0,0,9,1,0,3,0,1939.11524253029,0.203559719989064,3.46051523981408,3.46051523981408
"788",500001,"E02001062","E02001070",31,0,2,0,9,0,0,14,1,2,3,0,1961.48432377897,0.202651065298607,6.28218302425681,4.28218302425681
"789",500002,"E02001062","E02001071",16,0,0,0,6,0,0,7,0,0,3,0,2905.14566136712,0.16779673604482,2.68474777671712,2.68474777671712
"790",500003,"E02001062","E02001072",7,0,0,0,2,1,0,2,0,2,0,0,3497.51146465444,0.149049755796864,1.04334829057805,-0.956651709421953
"791",500004,"E02001062","E02001073",14,0,0,2,7,0,0,4,1,0,0,0,4814.53347672451,0.114534464684219,1.60348250557907,1.60348250557907
"792",500005,"E02001062","E02001074",5,0,0,0,2,0,0,1,0,0,2,0,3051.49816423079,0.162956426308703,0.814782131543517,0.814782131543517
"793",500006,"E02001062","E02001075",7,0,0,0,2,0,0,5,0,0,0,0,3570.20892457916,0.146898326313278,1.02828828419294,1.02828828419294
"794",500007,"E02001062","E02001076",17,0,0,0,7,0,0,8,0,0,2,0,2845.12265581705,0.169823208086603,2.88699453747226,2.88699453747226
"795",500008,"E02001062","E02001077",5,0,0,0,1,0,0,2,0,0,2,0,4657.59353432197,0.118186486117886,0.590932430589428,0.590932430589428
"796",500009,"E02001062","E02001078",10,0,0,0,5,0,0,2,0,0,3,0,3868.47304742287,0.138391671613743,1.38391671613743,1.38391671613743
"797",500010,"E02001062","E02001079",1,0,0,0,1,0,0,0,0,0,0,0,3878.09606401422,0.138125578687135,0.138125578687135,0.138125578687135
"798",500011,"E02001062","E02001080",11,0,0,0,9,0,0,1,0,0,1,0,3654.49633407234,0.14444274603741,1.58887020641151,1.58887020641151
"799",500012,"E02001062","E02001081",2,0,0,0,0,0,0,1,1,0,0,0,5839.88522135687,0.0932986306022412,0.186597261204482,0.186597261204482
"800",500013,"E02001062","E02001082",9,0,0,0,2,0,0,1,0,4,2,0,4426.07875425197,0.123787541835031,1.11408787651528,-2.88591212348472
"801",500014,"E02001062","E02001083",16,0,0,0,2,0,0,9,3,0,2,0,4910.81560810505,0.11235003981728,1.79760063707648,1.79760063707648
"802",500015,"E02001062","E02001084",5,0,0,0,4,0,0,1,0,0,0,0,4648.3467798594,0.118405256630841,0.592026283154206,0.592026283154206
"803",500016,"E02001062","E02001085",8,0,0,1,2,0,0,2,0,1,2,0,4687.92381748424,0.117471730266381,0.93977384213105,-0.0602261578689502
"804",500017,"E02001062","E02001086",11,0,0,0,8,1,0,2,0,0,0,0,5736.96473634357,0.0952390005346673,1.04762900588134,1.04762900588134
"805",500018,"E02001062","E02001087",3,0,0,0,2,0,0,1,0,0,0,0,5957.35551925519,0.0911322156065704,0.273396646819711,0.273396646819711
"806",500019,"E02001062","E02001088",1,0,0,0,1,0,0,0,0,0,0,0,7749.53702928854,0.06368028829672,0.06368028829672,0.06368028829672
"807",500020,"E02001062","E02001089",31,0,0,0,18,0,0,10,0,1,2,0,6661.60935805912,0.079159167424039,2.45393419014521,1.45393419014521
"808",500021,"E02001062","E02001090",1,0,0,0,0,0,0,1,0,0,0,0,7194.1533314176,0.0711614905027299,0.0711614905027299,0.0711614905027299
"809",500022,"E02001062","E02001091",4,0,0,0,1,0,0,3,0,0,0,0,9244.76184556557,0.0472205937426165,0.188882374970466,0.188882374970466
"810",500023,"E02001062","E02001092",3,0,0,0,0,0,0,3,0,0,0,0,8753.79044102315,0.0520926772184318,0.156278031655296,0.156278031655296
"811",500024,"E02001062","E02001093",6,0,0,0,2,1,0,2,0,0,1,0,8895.39977686933,0.05063801198587,0.30382807191522,0.30382807191522
"812",500025,"E02001062","E02001094",8,0,0,0,6,0,0,1,0,0,1,0,9903.97740786513,0.0413878348349129,0.331102678679304,0.331102678679304
"813",500026,"E02001062","E02001095",25,0,0,0,5,0,0,10,3,2,4,1,10347.2205493764,0.0378767839905476,0.946919599763689,-1.05308040023631
"814",500027,"E02001062","E02001096",9,0,0,1,4,0,0,2,0,0,1,1,11091.4528084135,0.0326384784525902,0.293746306073312,0.293746306073312
"815",500028,"E02001062","E02001097",35,0,0,6,15,1,0,6,2,2,3,0,12673.7684550212,0.0237843733631201,0.832453067709205,-1.1675469322908
"816",500284,"E02001062","E02006902",195,0,1,2,100,2,0,26,1,14,49,0,2231.35627501805,0.192003042768074,37.4405933397743,23.4405933397743
"817",500285,"E02001062","E02006912",187,0,1,2,71,1,1,18,5,14,74,0,1308.92582033795,0.230902908025594,43.1788438007861,29.1788438007861
"818",500286,"E02001062","E02006913",20,0,1,1,6,1,0,7,1,0,3,0,3282.04777703367,0.155613118800804,3.11226237601609,3.11226237601609
"819",500287,"E02001062","E02006914",44,0,0,2,8,0,0,2,0,3,29,0,1636.6206829326,0.216255015383885,9.51522067689092,6.51522067689092
"820",500288,"E02001062","E02006915",12,0,0,0,2,0,1,9,0,0,0,0,3778.65708748153,0.140900089930195,1.69080107916234,1.69080107916234
"821",500289,"E02001062","E02006916",7,0,0,0,0,0,0,2,0,4,1,0,2707.52037946469,0.174561724081513,1.22193206857059,-2.77806793142941
"822",500290,"E02001062","E02006917",67,0,0,1,27,1,0,11,3,1,23,0,2397.4905424091,0.185728209566811,12.4437900409763,11.4437900409763
"823",500338,"E02001063","E02001045",3,0,0,0,0,0,0,3,0,0,0,0,8169.53899530062,0.0585496244352946,0.175648873305884,0.175648873305884
"824",500339,"E02001063","E02001046",4,0,0,0,1,0,0,0,0,2,1,0,7272.48347552061,0.0700553595041894,0.280221438016758,-1.71977856198324
"825",500340,"E02001063","E02001047",1,0,0,0,1,0,0,0,0,0,0,0,7711.13432030106,0.0641712705037271,0.0641712705037271,0.0641712705037271
"826",500341,"E02001063","E02001049",3,0,0,0,3,0,0,0,0,0,0,0,7472.00992113368,0.0673148247118515,0.201944474135555,0.201944474135555
"827",500342,"E02001063","E02001050",11,0,0,0,6,0,0,4,0,0,1,0,6084.37308188054,0.0888462953591531,0.977309248950685,0.977309248950685
"828",500343,"E02001063","E02001051",5,0,0,0,2,0,0,2,0,0,1,0,6476.93788252684,0.0821375185570684,0.410687592785342,0.410687592785342
"829",500344,"E02001063","E02001052",4,0,1,0,1,0,0,0,1,0,1,0,5366.03162053211,0.102573144662903,0.410292578651611,0.410292578651611
"830",500345,"E02001063","E02001053",4,0,0,0,3,0,0,1,0,0,0,0,5146.88301991112,0.107168876001476,0.428675504005905,0.428675504005905
"831",500346,"E02001063","E02001055",15,0,0,0,8,0,0,4,0,1,2,0,5311.12049261206,0.103705834419278,1.55558751628917,0.555587516289168
"832",500347,"E02001063","E02001057",22,0,1,0,4,0,0,9,2,1,4,1,3125.50990026183,0.160562053594118,3.5323651790706,2.5323651790706
"833",500348,"E02001063","E02001059",21,0,0,0,6,0,1,9,1,4,0,0,3860.56924720265,0.138610608636517,2.91082278136685,-1.08917721863315
"834",500349,"E02001063","E02001061",12,0,0,0,3,0,0,8,1,0,0,0,5000.80712408615,0.110346018327818,1.32415221993382,1.32415221993382
"835",500350,"E02001063","E02001062",261,0,0,0,27,1,2,35,2,29,163,2,1731.08958846463,0.212207497324678,55.386156801741,26.386156801741
"836",500351,"E02001063","E02001063",208,0,0,1,28,0,0,27,0,12,139,1,0,0.3,62.4,50.4
"837",500352,"E02001063","E02001064",16,0,0,1,3,0,0,7,0,1,4,0,3292.45644223671,0.155289510779466,2.48463217247145,1.48463217247145
"838",500353,"E02001063","E02001065",5,0,0,0,1,0,0,2,2,0,0,0,5596.59696493586,0.0979505815581535,0.489752907790768,0.489752907790768
"839",500354,"E02001063","E02001066",73,0,0,1,19,3,0,18,2,2,28,0,2042.68980420357,0.199386372729452,14.55520520925,12.55520520925
"840",500355,"E02001063","E02001067",5,0,0,0,1,0,1,2,0,0,1,0,4538.60326588016,0.121032828834529,0.605164144172645,0.605164144172645
"841",500356,"E02001063","E02001068",17,0,0,0,3,0,0,8,0,0,6,0,972.871148111198,0.246955521381511,4.19824386348569,4.19824386348569
"842",500357,"E02001063","E02001069",27,0,0,0,2,0,0,9,0,2,14,0,1321.3425288603,0.23033020860291,6.21891563227858,4.21891563227858
"843",500358,"E02001063","E02001070",20,0,0,0,5,0,0,10,0,1,4,0,2313.14361570768,0.188887906443797,3.77775812887595,2.77775812887595
