"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","ecp"
"2590",513138,"E02001095","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,16798.2862940323,0.0104241498567846,0.0104241498567846,0.0104241498567846
"2591",513139,"E02001095","E02001050",5,0,0,0,1,0,0,3,0,0,1,0,15219.6358076904,0.0142942207628197,0.0714711038140983,0.0714711038140983
"2592",513140,"E02001095","E02001051",1,0,0,0,0,0,0,1,0,0,0,0,15543.7145420834,0.0133971174244785,0.0133971174244785,0.0133971174244785
"2593",513141,"E02001095","E02001052",3,0,0,0,0,0,0,3,0,0,0,0,14414.794799819,0.0167906723455551,0.0503720170366652,0.0503720170366652
"2594",513142,"E02001095","E02001053",3,0,0,0,0,0,0,2,1,0,0,0,14261.5336599192,0.0173133129920114,0.0519399389760342,0.0519399389760342
"2595",513143,"E02001095","E02001055",5,0,0,0,1,0,0,4,0,0,0,0,14128.5858621958,0.0177798412632028,0.0888992063160138,0.0888992063160138
"2596",513144,"E02001095","E02001056",1,0,0,0,0,0,0,0,0,0,1,0,13648.7390985502,0.0195707216284464,0.0195707216284464,0.0195707216284464
"2597",513145,"E02001095","E02001057",6,0,0,1,2,0,0,3,0,0,0,0,12141.8050607711,0.0264543726574276,0.158726235944566,0.158726235944566
"2598",513146,"E02001095","E02001059",19,0,0,0,8,2,0,5,2,1,1,0,12251.437648994,0.0258806334265666,0.491732035104766,-0.508267964895234
"2599",513147,"E02001095","E02001061",4,0,0,0,0,0,0,3,0,0,1,0,12335.1956455112,0.0254507024947818,0.101802809979127,0.101802809979127
"2600",513148,"E02001095","E02001062",54,0,0,0,15,1,0,22,2,2,12,0,10347.2205493764,0.0378767839905476,2.04534633548957,0.0453463354895676
"2601",513149,"E02001095","E02001063",19,0,0,0,5,0,0,9,1,3,1,0,9142.66525015858,0.0481947177414379,0.91569963708732,-2.08430036291268
"2602",513150,"E02001095","E02001064",13,0,0,0,3,0,0,10,0,0,0,0,10732.9412358009,0.03506467549271,0.45584078140523,0.45584078140523
"2603",513151,"E02001095","E02001065",1,0,0,0,0,0,0,1,0,0,0,0,12138.4167599311,0.0264723058076519,0.0264723058076519,0.0264723058076519
"2604",513152,"E02001095","E02001066",25,0,0,0,13,0,0,7,2,0,3,0,9517.87821664837,0.0447104310547933,1.11776077636983,1.11776077636983
"2605",513153,"E02001095","E02001067",1,0,0,0,0,0,0,1,0,0,0,0,10764.5383878272,0.0348437854011379,0.0348437854011379,0.0348437854011379
"2606",513154,"E02001095","E02001068",4,0,0,0,1,0,0,3,0,0,0,0,8169.80074952384,0.0585465593932313,0.234186237572925,0.234186237572925
"2607",513155,"E02001095","E02001069",2,0,0,0,0,0,0,2,0,0,0,0,8408.25098849645,0.0558200027267364,0.111640005453473,0.111640005453473
"2608",513156,"E02001095","E02001070",11,0,0,0,2,0,0,8,0,0,1,0,8811.21321211266,0.0514978383104142,0.566476221414556,0.566476221414556
"2609",513157,"E02001095","E02001071",3,0,0,0,1,0,0,2,0,0,0,0,9767.27986464507,0.0425349674734698,0.12760490242041,0.12760490242041
"2610",513158,"E02001095","E02001073",14,0,0,1,2,0,0,5,0,1,5,0,6696.7811851409,0.0786042868188554,1.10046001546398,0.100460015463976
"2611",513159,"E02001095","E02001074",7,0,0,0,1,0,0,3,0,3,0,0,7309.21903887788,0.0695425410589505,0.486797787412653,-2.51320221258735
"2612",513160,"E02001095","E02001075",1,0,0,0,1,0,0,0,0,0,0,0,9260.9382763431,0.0470680684739125,0.0470680684739125,0.0470680684739125
"2613",513161,"E02001095","E02001077",17,0,0,0,5,0,0,9,1,1,1,0,6114.51644600776,0.0883122814277074,1.50130878427103,0.501308784271027
"2614",513162,"E02001095","E02001078",1,0,0,0,0,0,0,1,0,0,0,0,8392.23098264966,0.055999136900554,0.055999136900554,0.055999136900554
"2615",513163,"E02001095","E02001079",4,0,0,0,0,0,0,3,0,0,1,0,6471.49176228921,0.082227033459527,0.328908133838108,0.328908133838108
"2616",513164,"E02001095","E02001080",2,0,0,0,0,0,0,2,0,0,0,0,7415.22659744009,0.0680836540131368,0.136167308026274,0.136167308026274
"2617",513165,"E02001095","E02001081",4,0,0,0,3,0,0,1,0,0,0,0,5337.46766230117,0.103160800646727,0.412643202586908,0.412643202586908
"2618",513166,"E02001095","E02001082",23,0,0,0,8,0,0,14,0,0,1,0,6094.29316148198,0.0886701976428031,2.03941454578447,2.03941454578447
"2619",513167,"E02001095","E02001083",31,0,0,0,4,0,0,23,2,0,2,0,5436.81951219256,0.10113118871971,3.13506685031102,3.13506685031102
"2620",513168,"E02001095","E02001084",6,0,0,0,0,0,0,6,0,0,0,0,6309.91252811245,0.08492767135679,0.50956602814074,0.50956602814074
"2621",513169,"E02001095","E02001085",1,0,0,0,0,0,0,1,0,0,0,0,7125.90164965363,0.0721395288732394,0.0721395288732394,0.0721395288732394
"2622",513170,"E02001095","E02001086",11,0,0,0,2,1,0,5,1,2,0,0,4619.45195156265,0.119091497514214,1.31000647265636,-0.689993527343644
"2623",513171,"E02001095","E02001087",8,0,0,0,4,0,0,3,0,0,1,0,4814.51391591581,0.114534912762446,0.91627930209957,0.91627930209957
"2624",513172,"E02001095","E02001088",28,0,0,0,7,1,0,10,1,4,5,0,2839.25094401267,0.170022755819464,4.76063716294501,0.760637162945006
"2625",513173,"E02001095","E02001089",15,0,0,0,4,0,0,10,0,0,1,0,4809.31249986644,0.114654123504854,1.7198118525728,1.7198118525728
"2626",513174,"E02001095","E02001090",83,0,0,0,11,3,0,50,11,2,6,0,3218.71813680744,0.157596638407511,13.0805209878234,11.0805209878234
"2627",513175,"E02001095","E02001091",26,0,0,0,4,0,1,17,0,1,3,0,2330.18627456193,0.188245172026174,4.89437447268053,3.89437447268053
"2628",513176,"E02001095","E02001092",84,0,0,0,17,1,0,27,6,4,29,0,1635.12645115875,0.21631965206467,18.1708507734323,14.1708507734323
"2629",513177,"E02001095","E02001093",110,0,0,0,25,2,1,53,11,7,11,0,2157.14812549541,0.194873932512591,21.436132576385,14.436132576385
"2630",513178,"E02001095","E02001094",140,0,0,0,34,3,0,47,16,5,35,0,1407.69645663814,0.226386379506426,31.6940931308996,26.6940931308996
"2631",513179,"E02001095","E02001095",571,0,0,0,51,6,0,166,35,28,284,1,0,0.3,171.3,143.3
"2632",513180,"E02001095","E02001096",68,0,0,0,18,0,1,32,7,4,6,0,2951.77060039959,0.166239306319392,11.3042728297187,7.30427282971866
"2633",513181,"E02001095","E02001097",395,0,1,0,104,8,3,155,30,37,57,0,2701.37240135032,0.174776496427874,69.0367160890104,32.0367160890104
"2634",513406,"E02001095","E02006902",70,0,6,2,34,0,0,23,2,0,3,0,11726.048166476,0.0287481334414769,2.01236934090338,2.01236934090338
"2635",513407,"E02001095","E02006912",52,0,1,4,22,0,2,16,2,2,1,2,10982.4452673078,0.0333578598146225,1.73460871036037,-0.265391289639629
"2636",513408,"E02001095","E02006913",3,0,0,0,0,0,0,2,0,1,0,0,12969.8547038691,0.0224168191917218,0.0672504575751655,-0.932749542424835
"2637",513409,"E02001095","E02006914",12,0,0,0,5,2,0,4,0,0,1,0,9981.17058168311,0.040753770308692,0.489045243704304,0.489045243704304
"2638",513410,"E02001095","E02006915",2,0,1,0,1,0,0,0,0,0,0,0,12889.8815139619,0.0227782508785391,0.0455565017570782,0.0455565017570782
"2639",513411,"E02001095","E02006916",2,0,0,0,0,0,0,1,0,1,0,0,9630.15351187345,0.0437176439477928,0.0874352878955855,-0.912564712104414
"2640",513412,"E02001095","E02006917",27,0,1,0,8,0,0,12,2,1,1,2,10319.7489616271,0.0380854638212263,1.02830752317311,0.0283075231731109
"2641",513447,"E02001096","E02001045",3,0,0,0,2,0,0,1,0,0,0,0,18415.4501844617,0.00754354656214004,0.0226306396864201,0.0226306396864201
"2642",513448,"E02001096","E02001046",3,0,0,0,0,0,0,2,0,0,1,0,17436.1138608221,0.00917570933337512,0.0275271280001254,0.0275271280001254
"2643",513449,"E02001096","E02001050",2,0,0,0,0,0,0,2,0,0,0,0,16263.629623264,0.0116005968572911,0.0232011937145822,0.0232011937145822
"2644",513450,"E02001096","E02001051",4,0,0,0,1,0,0,2,1,0,0,0,16287.5391916917,0.0115452562269323,0.0461810249077294,0.0461810249077294
"2645",513451,"E02001096","E02001052",3,0,0,0,0,0,0,3,0,0,0,0,15632.7877188202,0.0131605659579034,0.0394816978737102,0.0394816978737102
"2646",513452,"E02001096","E02001053",1,0,0,0,0,0,0,1,0,0,0,0,15126.5752198059,0.0145627577493436,0.0145627577493436,0.0145627577493436
"2647",513453,"E02001096","E02001055",2,0,0,0,1,0,0,1,0,0,0,0,14678.5105208037,0.015928028729894,0.031856057459788,0.031856057459788
"2648",513454,"E02001096","E02001056",1,0,0,0,0,0,0,0,0,0,1,0,13980.0429963462,0.0183159794969365,0.0183159794969365,0.0183159794969365
"2649",513455,"E02001096","E02001057",4,0,0,0,0,1,0,3,0,0,0,0,12953.1765639393,0.0224917182093573,0.0899668728374294,0.0899668728374294
"2650",513456,"E02001096","E02001059",15,0,0,1,3,0,0,7,3,0,1,0,12687.9395790888,0.0237170585396924,0.355755878095386,0.355755878095386
"2651",513457,"E02001096","E02001061",8,0,0,0,0,0,0,7,0,0,1,0,12341.705056767,0.0254175902357322,0.203340721885858,0.203340721885858
"2652",513458,"E02001096","E02001062",47,0,0,1,9,1,0,32,0,1,2,1,11091.4528084135,0.0326384784525902,1.53400848727174,0.534008487271739
"2653",513459,"E02001096","E02001063",13,0,0,0,3,0,0,8,2,0,0,0,10270.5829436628,0.0384618132687889,0.500003572494256,0.500003572494256
"2654",513460,"E02001096","E02001064",12,0,0,0,1,0,0,7,1,0,3,0,11001.7638380246,0.0332292232473536,0.398750678968243,0.398750678968243
"2655",513461,"E02001096","E02001065",3,0,0,0,0,0,0,3,0,0,0,0,11891.4946830785,0.0278124437663535,0.0834373312990604,0.0834373312990604
"2656",513462,"E02001096","E02001066",20,0,0,0,2,0,0,16,1,1,0,0,10052.3335647351,0.0401778465030256,0.803556930060512,-0.196443069939488
"2657",513463,"E02001096","E02001067",1,0,0,0,0,0,0,1,0,0,0,0,10628.7473422845,0.0358030471676513,0.0358030471676513,0.0358030471676513
"2658",513464,"E02001096","E02001068",3,0,0,0,1,0,0,2,0,0,0,0,9341.24159758621,0.0463181621456753,0.138954486437026,0.138954486437026
"2659",513465,"E02001096","E02001069",3,0,0,0,2,0,0,0,0,1,0,0,9242.42725076144,0.0472426470813367,0.14172794124401,-0.85827205875599
"2660",513466,"E02001096","E02001070",16,0,0,0,5,0,0,10,0,0,1,0,9267.26117789409,0.0470085847401875,0.752137355843001,0.752137355843001
"2661",513467,"E02001096","E02001071",3,0,0,0,1,0,0,2,0,0,0,0,9727.58393049219,0.0428740045857527,0.128622013757258,0.128622013757258
"2662",513468,"E02001096","E02001072",4,0,0,0,1,0,0,3,0,0,0,0,8913.914124138,0.0504508527650193,0.201803411060077,0.201803411060077
"2663",513469,"E02001096","E02001073",12,0,0,0,0,0,0,10,2,0,0,0,8511.86867878154,0.0546751187726578,0.656101425271894,0.656101425271894
"2664",513470,"E02001096","E02001074",5,0,0,0,1,0,0,3,1,0,0,0,8286.31889590644,0.057197986428942,0.28598993214471,0.28598993214471
"2665",513471,"E02001096","E02001075",5,0,0,0,0,0,0,4,0,0,1,0,9055.11206463456,0.0490460700614077,0.245230350307038,0.245230350307038
"2666",513472,"E02001096","E02001076",8,0,0,1,0,0,0,7,0,0,0,0,8358.48145805735,0.0563784043196682,0.451027234557345,0.451027234557345
"2667",513473,"E02001096","E02001077",6,0,0,0,1,0,0,4,1,0,0,0,7677.5417371586,0.0646038577969465,0.387623146781679,0.387623146781679
"2668",513474,"E02001096","E02001078",2,0,0,0,0,0,0,1,1,0,0,0,8203.7844067599,0.058149983388847,0.116299966777694,0.116299966777694
"2669",513475,"E02001096","E02001079",2,0,0,0,1,0,0,1,0,0,0,0,7382.01312605301,0.0685374183523826,0.137074836704765,0.137074836704765
"2670",513476,"E02001096","E02001080",3,0,0,0,0,0,0,2,0,1,0,0,7614.90883335516,0.0654182131343415,0.196254639403025,-0.803745360596976
"2671",513477,"E02001096","E02001081",2,0,0,0,1,0,0,1,0,0,0,0,7280.62758808232,0.0699413446377168,0.139882689275434,0.139882689275434
"2672",513478,"E02001096","E02001082",29,0,0,0,10,0,0,12,3,1,3,0,6676.05591771979,0.0789307819943189,2.28899267783525,1.28899267783525
"2673",513479,"E02001096","E02001083",14,0,0,1,1,0,0,9,0,3,0,0,6465.76521241719,0.082321262851745,1.15249767992443,-1.84750232007557
"2674",513480,"E02001096","E02001084",2,0,0,0,0,0,0,2,0,0,0,0,6505.92198249746,0.0816627595230077,0.163325519046015,0.163325519046015
"2675",513481,"E02001096","E02001085",5,0,0,0,0,0,0,3,1,1,0,0,6917.21291075001,0.0752141886869782,0.376070943434891,-0.623929056565109
"2676",513482,"E02001096","E02001086",17,0,0,0,12,1,0,2,0,1,1,0,5878.21903257596,0.0925860672011548,1.57396314241963,0.573963142419631
"2677",513483,"E02001096","E02001087",6,0,0,0,0,0,0,5,0,1,0,0,5135.53509353432,0.107412381127726,0.644474286766354,-0.355525713233646
"2678",513484,"E02001096","E02001088",17,0,0,0,6,1,0,8,1,0,1,0,4943.56409912225,0.11161658553743,1.89748195413631,1.89748195413631
"2679",513485,"E02001096","E02001089",15,0,0,0,2,0,0,9,3,1,0,0,4524.03585849526,0.121385969924658,1.82078954886987,0.820789548869868
"2680",513486,"E02001096","E02001090",84,0,0,0,25,1,0,35,8,6,7,2,4258.53279811413,0.128005843475941,10.752490851979,4.75249085197901
"2681",513487,"E02001096","E02001091",15,0,0,0,1,2,0,8,2,1,1,0,5135.05546569481,0.10742268521559,1.61134027823385,0.611340278233848
"2682",513488,"E02001096","E02001092",35,0,0,0,5,1,0,22,5,1,1,0,3805.82574422069,0.14013655300055,4.90477935501923,3.90477935501923
"2683",513489,"E02001096","E02001093",143,0,0,1,19,1,0,61,22,7,32,0,2413.91870757694,0.185118976232852,26.4720136012978,19.4720136012978
"2684",513490,"E02001096","E02001094",138,0,0,2,15,0,0,43,14,7,55,2,1849.16807504035,0.207254780407514,28.6011596962369,21.6011596962369
"2685",513491,"E02001096","E02001095",156,0,0,0,45,0,2,82,17,4,6,0,2951.77060039959,0.166239306319392,25.9333317858252,21.9333317858252
"2686",513492,"E02001096","E02001096",185,0,0,1,7,1,0,73,13,2,88,0,0,0.3,55.5,53.5
"2687",513493,"E02001096","E02001097",413,0,0,1,77,12,1,209,32,37,44,0,2357.02718169792,0.18723734530852,77.3290236124186,40.3290236124186
"2688",513720,"E02001096","E02006902",73,0,0,13,29,0,0,21,6,2,2,0,12854.1608934242,0.0229415642004835,1.67473418663529,-0.325265813364707
"2689",513721,"E02001096","E02006912",47,0,1,12,13,0,0,13,5,1,2,0,11994.6382868613,0.0272445858586831,1.28049553535811,0.280495535358108
"2690",513722,"E02001096","E02006913",3,0,0,0,0,0,0,2,0,1,0,0,14098.9172750287,0.0178856554425224,0.0536569663275673,-0.946343033672433
"2691",513723,"E02001096","E02006914",18,0,0,3,6,0,0,4,3,1,1,0,11153.1295619345,0.0322383443454133,0.580290198217439,-0.419709801782561
"2692",513724,"E02001096","E02006915",5,0,0,0,1,0,0,4,0,0,0,0,14204.6935384684,0.0175112541227499,0.0875562706137496,0.0875562706137496
"2693",513725,"E02001096","E02006916",2,0,0,0,0,0,0,0,1,1,0,0,11072.5163674072,0.0327623241485803,0.0655246482971606,-0.934475351702839
"2694",513726,"E02001096","E02006917",25,0,1,5,6,0,0,8,1,2,2,0,11669.553591026,0.0290747981633959,0.726869954084897,-1.2731300459151
"2695",513757,"E02001097","E02001046",1,0,0,0,0,0,0,0,0,0,1,0,18885.0309142463,0.00686733623144166,0.00686733623144166,0.00686733623144166
"2696",513758,"E02001097","E02001050",1,0,0,0,0,0,0,1,0,0,0,0,17698.4198373992,0.00870674930583035,0.00870674930583035,0.00870674930583035
"2697",513759,"E02001097","E02001052",1,0,0,0,0,0,0,1,0,0,0,0,16952.1697287893,0.0101082157006776,0.0101082157006776,0.0101082157006776
"2698",513760,"E02001097","E02001053",1,0,0,0,0,0,0,0,1,0,0,0,16665.5445072064,0.0107046001882762,0.0107046001882762,0.0107046001882762
"2699",513761,"E02001097","E02001055",11,0,0,0,3,0,0,7,0,1,0,0,16389.7004114188,0.0113117543424319,0.124429297766751,-0.875570702233249
"2700",513762,"E02001097","E02001056",2,0,0,0,0,0,0,2,0,0,0,0,15796.6194805103,0.0127363304965102,0.0254726609930203,0.0254726609930203
"2701",513763,"E02001097","E02001059",9,0,0,0,4,0,0,4,0,1,0,0,14445.0629174486,0.0166893349750432,0.150204014775389,-0.849795985224611
"2702",513764,"E02001097","E02001061",8,0,0,0,0,0,0,8,0,0,0,0,14293.3683411371,0.0172034304109208,0.137627443287366,0.137627443287366
"2703",513765,"E02001097","E02001062",25,0,0,1,6,0,0,14,2,1,0,1,12673.7684550212,0.0237843733631201,0.594609334078003,-0.405390665921997
"2704",513766,"E02001097","E02001063",6,0,0,0,1,0,0,2,1,1,1,0,11617.4786955346,0.0293791939649854,0.176275163789912,-0.823724836210088
"2705",513767,"E02001097","E02001064",8,0,0,1,2,0,0,4,0,0,1,0,12826.3334410608,0.0230696012213873,0.184556809771099,0.184556809771099
"2706",513768,"E02001097","E02001065",2,0,0,0,0,0,0,2,0,0,0,0,13940.1677447187,0.0184626343678864,0.0369252687357727,0.0369252687357727
"2707",513769,"E02001097","E02001066",31,0,0,0,15,0,0,11,4,1,0,0,11736.5901162186,0.0286875850181635,0.889315135563067,-0.110684864436933
"2708",513770,"E02001097","E02001068",11,0,0,0,1,0,1,7,2,0,0,0,10650.8630627645,0.0356450348442059,0.392095383286265,0.392095383286265
"2709",513771,"E02001097","E02001069",5,0,0,0,0,0,0,4,1,0,0,0,10754.2516828418,0.0349155447407418,0.174577723703709,0.174577723703709
"2710",513772,"E02001097","E02001070",17,0,0,0,8,0,0,8,0,0,1,0,10981.8264816903,0.0333619883428614,0.567153801828643,0.567153801828643
"2711",513773,"E02001097","E02001071",5,0,0,0,1,0,0,4,0,0,0,0,11675.2330380485,0.0290417911579271,0.145208955789636,0.145208955789636
"2712",513774,"E02001097","E02001073",20,0,0,0,7,0,0,11,1,0,1,0,9353.01887720589,0.0462091901460175,0.924183802920351,0.924183802920351
"2713",513775,"E02001097","E02001074",5,0,0,0,0,0,0,4,0,1,0,0,9701.25348155011,0.0431003784729539,0.215501892364769,-0.784498107635231
"2714",513776,"E02001097","E02001075",3,0,0,0,0,0,0,3,0,0,0,0,11061.5564441834,0.0328342174257339,0.0985026522772017,0.0985026522772017
"2715",513777,"E02001097","E02001076",5,0,0,0,1,0,0,3,0,0,0,1,10101.7432187695,0.0397827670926489,0.198913835463245,0.198913835463245
"2716",513778,"E02001097","E02001077",8,0,0,0,2,0,0,6,0,0,0,0,8700.81423285408,0.0526475460146505,0.421180368117204,0.421180368117204
"2717",513779,"E02001097","E02001080",4,0,0,0,1,0,0,2,0,0,1,0,9426.04351589284,0.0455392126585528,0.182156850634211,0.182156850634211
"2718",513780,"E02001097","E02001081",4,0,0,0,1,0,0,2,1,0,0,0,8006.67953036947,0.0604880949859741,0.241952379943897,0.241952379943897
"2719",513781,"E02001097","E02001082",15,0,0,0,0,0,0,7,2,1,5,0,8277.4028089579,0.0573000738679947,0.85950110801992,-0.14049889198008
"2720",513782,"E02001097","E02001083",15,0,0,0,3,0,0,11,0,1,0,0,7811.72549477361,0.0628931576066828,0.943397364100241,-0.0566026358997588
"2721",513783,"E02001097","E02001084",4,0,0,0,2,0,0,2,0,0,0,0,8293.13916796984,0.0571200184515282,0.228480073806113,0.228480073806113
"2722",513784,"E02001097","E02001085",2,0,0,0,1,0,0,1,0,0,0,0,8889.70045067301,0.0506957654048222,0.101391530809644,0.101391530809644
"2723",513785,"E02001097","E02001086",21,0,0,0,10,0,0,8,0,0,3,0,7065.77951653012,0.0730122015243236,1.53325623201079,1.53325623201079
"2724",513786,"E02001097","E02001087",10,0,0,0,0,0,0,8,0,2,0,0,6814.27817624529,0.0767786678658487,0.767786678658487,-1.23221332134151
"2725",513787,"E02001097","E02001088",11,0,0,0,2,0,0,7,0,2,0,0,5500.79805060785,0.0998453875031186,1.0982992625343,-0.901700737465696
"2726",513788,"E02001097","E02001089",19,0,0,3,0,0,0,15,0,0,1,0,6448.20978659103,0.0826108078276093,1.56960534872458,1.56960534872458
"2727",513789,"E02001097","E02001090",66,0,0,0,18,1,0,40,2,4,1,0,5496.41141459412,0.0999330230145315,6.59557951895908,2.59557951895908
"2728",513790,"E02001097","E02001091",19,0,0,0,5,0,1,10,1,2,0,0,4941.65331341436,0.111659248764221,2.1215257265202,0.121525726520199
"2729",513791,"E02001097","E02001092",36,0,0,0,14,2,0,15,2,1,2,0,4260.01469110666,0.127967910904929,4.60684479257745,3.60684479257745
"2730",513792,"E02001097","E02001093",124,0,0,0,26,5,0,50,16,9,15,3,3810.54156416435,0.140004443560481,17.3605510014996,8.36055100149965
"2731",513793,"E02001097","E02001094",168,0,0,0,13,4,0,43,15,5,88,0,2773.12220242461,0.172286369995961,28.9441101593214,23.9441101593214
"2732",513794,"E02001097","E02001095",257,0,0,0,67,5,3,120,31,12,19,0,2701.37240135032,0.174776496427874,44.9175595819637,32.9175595819637
"2733",513795,"E02001097","E02001096",111,0,0,1,9,5,1,39,5,7,44,0,2357.02718169792,0.18723734530852,20.7833453292457,13.7833453292457
"2734",513796,"E02001097","E02001097",720,0,0,3,110,33,4,243,64,48,213,2,0,0.3,216,168
"2735",514017,"E02001097","E02006902",75,0,0,7,29,0,2,27,3,3,4,0,14219.9205090404,0.0174580065735485,1.30935049301614,-1.69064950698386
"2736",514018,"E02001097","E02006912",40,0,1,8,15,0,0,13,1,0,2,0,13427.6495923178,0.0204555155709121,0.818220622836482,0.818220622836482
"2737",514019,"E02001097","E02006913",6,0,0,1,2,0,2,1,0,0,0,0,15470.538771606,0.0135946280764841,0.0815677684589044,0.0815677684589044
"2738",514020,"E02001097","E02006914",6,0,0,1,5,0,0,0,0,0,0,0,12479.353197085,0.0247273973961059,0.148364384376635,0.148364384376635
"2739",514021,"E02001097","E02006915",6,0,0,0,0,0,0,5,0,0,1,0,15452.5705389399,0.0136435702523107,0.0818614215138641,0.0818614215138641
"2740",514022,"E02001097","E02006916",8,0,0,0,4,0,0,3,0,0,1,0,12214.5337583866,0.0260723593122739,0.208578874498192,0.208578874498192
"2741",514023,"E02001097","E02006917",27,0,1,1,12,0,1,8,0,3,1,0,12880.4121408334,0.0228214309057686,0.616178634455751,-2.38382136554425
"2742",2298354,"E02006902","E02001045",1,0,0,0,0,0,0,1,0,0,0,0,5568.07482411772,0.0985109303293919,0.0985109303293919,0.0985109303293919
"2743",2298355,"E02006902","E02001046",1,0,0,0,1,0,0,0,0,0,0,0,4682.93029602885,0.117589108390741,0.117589108390741,0.117589108390741
"2744",2298356,"E02006902","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,5285.9930302647,0.104228319080921,0.104228319080921,0.104228319080921
"2745",2298357,"E02006902","E02001048",3,0,1,0,0,0,0,2,0,0,0,0,5079.49348291292,0.108623065893484,0.325869197680453,0.325869197680453
"2746",2298358,"E02006902","E02001049",5,0,0,0,3,0,0,1,1,0,0,0,5318.41608765591,0.103554625607609,0.517773128038047,0.517773128038047
"2747",2298359,"E02006902","E02001050",21,0,1,1,8,0,0,7,1,3,0,0,3494.53453796568,0.149138524259159,3.13190900944234,0.131909009442337
"2748",2298360,"E02006902","E02001051",5,0,0,0,2,0,0,2,0,0,1,0,4118.31914884996,0.131646282117462,0.65823141058731,0.65823141058731
"2749",2298361,"E02006902","E02001052",9,0,3,1,3,0,0,1,0,0,1,0,2784.07685884123,0.17190931559921,1.54718384039289,1.54718384039289
"2750",2298362,"E02006902","E02001053",7,0,0,0,2,0,0,1,1,0,3,0,2731.02978770467,0.173742882072278,1.21620017450595,1.21620017450595
"2751",2298363,"E02006902","E02001055",19,0,0,0,6,0,0,4,1,0,8,0,3450.44821012177,0.150459332636116,2.8587273200862,2.8587273200862
"2752",2298364,"E02006902","E02001056",1,0,0,0,0,0,0,0,0,0,0,1,3941.40326916327,0.136387734837973,0.136387734837973,0.136387734837973
"2753",2298365,"E02006902","E02001057",27,0,0,0,2,0,0,5,2,0,18,0,1433.63422314215,0.225215028944719,6.08080578150741,6.08080578150741
"2754",2298366,"E02006902","E02001059",21,0,0,0,7,0,1,5,2,1,4,1,3013.75662245695,0.164191125746467,3.44801364067581,2.44801364067581
"2755",2298367,"E02006902","E02001061",6,0,0,0,4,0,0,1,0,0,1,0,4770.51924874306,0.115547144585312,0.693282867511874,0.693282867511874
"2756",2298368,"E02006902","E02001062",139,0,1,0,38,2,0,15,2,10,71,0,2231.35627501805,0.192003042768074,26.6884229447622,16.6884229447622
"2757",2298369,"E02006902","E02001063",52,0,0,0,15,0,0,8,1,7,21,0,2603.92139849955,0.178216338110596,9.26724958175101,2.26724958175101
"2758",2298370,"E02006902","E02001064",13,0,0,0,6,0,0,6,0,0,1,0,3748.36463152581,0.141756323005116,1.8428321990665,1.8428321990665
"2759",2298371,"E02006902","E02001065",1,0,0,1,0,0,0,0,0,0,0,0,5734.37188862142,0.0952884013875683,0.0952884013875683,0.0952884013875683
"2760",2298372,"E02006902","E02001066",43,0,0,0,16,0,0,17,0,3,7,0,3414.82656417932,0.151535081897163,6.516008521578,3.516008521578
"2761",2298373,"E02006902","E02001067",1,0,0,0,1,0,0,0,0,0,0,0,5235.04765382617,0.105295738042537,0.105295738042537,0.105295738042537
"2762",2298374,"E02006902","E02001068",3,0,0,0,2,0,0,1,0,0,0,0,3569.25787093811,0.146926270608467,0.4407788118254,0.4407788118254
"2763",2298375,"E02006902","E02001069",6,0,0,0,5,0,0,1,0,0,0,0,3664.65142882147,0.144149677797361,0.864898066784163,0.864898066784163
"2764",2298376,"E02006902","E02001070",16,0,0,0,7,0,0,6,0,0,3,0,4118.85475412641,0.131632180784085,2.10611489254536,2.10611489254536
"2765",2298377,"E02006902","E02001071",2,0,0,0,1,0,0,0,0,0,1,0,5099.31549462386,0.108193292816215,0.216386585632429,0.216386585632429
"2766",2298378,"E02006902","E02001072",4,0,0,0,1,0,0,3,0,0,0,0,4301.99858994618,0.126897891186549,0.507591564746195,0.507591564746195
"2767",2298379,"E02006902","E02001073",4,0,0,0,3,1,0,0,0,0,0,0,5392.28943404957,0.102035887317078,0.408143549268313,0.408143549268313
"2768",2298380,"E02006902","E02001074",10,0,0,0,3,0,0,6,0,0,1,0,4569.1851036106,0.120294806875792,1.20294806875792,1.20294806875792
"2769",2298381,"E02006902","E02001075",4,0,0,0,2,0,0,1,0,0,1,0,5793.99946705645,0.0941587870662709,0.376635148265084,0.376635148265084
"2770",2298382,"E02006902","E02001076",6,0,0,0,5,0,0,1,0,0,0,0,4935.53639971423,0.111795934354272,0.670775606125629,0.670775606125629
"2771",2298383,"E02006902","E02001077",1,0,0,0,1,0,0,0,0,0,0,0,5658.03316768593,0.0967544031161732,0.0967544031161732,0.0967544031161732
"2772",2298384,"E02006902","E02001078",4,0,0,1,0,0,0,3,0,0,0,0,6090.22211325172,0.0887424231724125,0.35496969268965,0.35496969268965
"2773",2298385,"E02006902","E02001079",4,0,0,0,1,0,0,0,1,1,1,0,5473.09530007576,0.100400121221369,0.401600484885474,-0.598399515114526
