"","Area.of.residence","Area.of.workplace","All","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","clc","plc","ecp","ecp_perc"
"499592","E02001059","E02006913",42,0,0,0,15,1,0,18,2,3,1,2,3.79622087617476,0.0714285714285714,0.0393860982209731,-1.34578387471913,-0.0320424732075983
"499593","E02001059","E02006914",51,0,0,0,29,0,0,12,2,2,6,0,3.59837452825428,0.0392156862745098,0.0397865833623223,0.0291157514784354,0.000570897087812459
"499594","E02001059","E02006915",27,0,0,0,11,0,0,12,3,0,1,0,4.36439073659417,0,0.0380726333058265,1.02796109925731,0.0380726333058265
"499595","E02001059","E02006916",9,0,0,0,4,0,0,5,0,0,0,0,4.73437632478929,0,0.0371152914538009,0.334037623084208,0.0371152914538009
"499596","E02001059","E02006917",108,0,1,0,59,1,1,22,5,5,14,0,4.09252003514085,0.0462962962962963,0.0387282824207068,-0.817345498563668,-0.00756801387558952
"499636","E02001061","E02001045",5,0,0,0,3,0,0,2,0,0,0,0,8.17673691342179,0,0.0268880579141375,0.134440289570688,0.0268880579141375
"499637","E02001061","E02001046",5,0,0,0,1,0,0,3,0,0,1,0,7.05471165607625,0,0.0302703142408042,0.151351571204021,0.0302703142408042
"499638","E02001061","E02001047",4,0,0,0,0,0,0,4,0,0,0,0,6.16751523597028,0,0.0329738619758971,0.131895447903589,0.0329738619758971
"499639","E02001061","E02001048",1,0,0,0,0,1,0,0,0,0,0,0,7.63030137483058,0,0.0285221295901672,0.0285221295901672,0.0285221295901672
"499640","E02001061","E02001049",1,0,0,0,0,0,0,1,0,0,0,0,5.18729873105459,0,0.0358644215663297,0.0358644215663297,0.0358644215663297
"499641","E02001061","E02001050",19,0,0,0,4,0,0,14,0,0,1,0,5.93563860653022,0,0.0336724527031672,0.639776601360177,0.0336724527031672
"499642","E02001061","E02001051",4,0,0,0,0,0,0,3,0,0,1,0,5.09851083191529,0,0.0361152820625641,0.144461128250256,0.0361152820625641
"499643","E02001061","E02001052",7,0,0,0,2,0,0,3,1,0,1,0,6.50593560823998,0,0.0319456665985644,0.223619666189951,0.0319456665985644
"499644","E02001061","E02001053",5,0,0,0,3,0,0,2,0,0,0,0,4.8573253553479,0,0.0367832875039036,0.183916437519518,0.0367832875039036
"499645","E02001061","E02001055",25,0,0,0,7,0,0,12,4,0,1,1,3.27333953946505,0,0.0403646917696341,1.00911729424085,0.0403646917696341
"499646","E02001061","E02001056",22,0,0,0,0,0,0,9,1,1,11,0,2.15139824230666,0.0454545454545455,0.0412750251563787,-0.0919494465596677,-0.00417952029816671
"499647","E02001061","E02001057",29,0,0,0,4,0,0,20,2,1,2,0,3.63938727448746,0.0344827586206897,0.0397063620431501,0.151484499251352,0.00522360342246043
"499648","E02001061","E02001059",193,0,1,0,35,5,0,79,15,15,42,1,1.92247257646709,0.077720207253886,0.0411674729938207,-7.0546777121926,-0.0365527342600653
"499649","E02001061","E02001061",211,0,0,4,20,2,1,56,9,7,108,4,0,0.033175355450237,0.024601022515226,-1.80918424928731,-0.00857433293501095
"499650","E02001061","E02001062",112,0,0,4,39,0,0,53,8,3,5,0,3.69091937551881,0.0267857142857143,0.0396034454929169,1.43558589520669,0.0128177312072026
"499651","E02001061","E02001063",40,0,0,1,15,0,0,20,0,1,3,0,5.1153583708399,0.025,0.0360678715765899,0.442714863063596,0.0110678715765899
"499652","E02001061","E02001064",83,0,0,2,21,0,0,21,4,5,30,0,1.94411635596279,0.0602409638554217,0.0411832579718625,-1.58178958833542,-0.0190577058835592
"499653","E02001061","E02001065",31,0,0,0,6,0,0,10,6,0,9,0,0.772774876744788,0,0.0377980822597442,1.17174055005207,0.0377980822597442
"499654","E02001061","E02001066",91,0,0,0,32,0,0,48,5,3,3,0,3.22713177352553,0.032967032967033,0.0404378345833242,0.679842947082505,0.00747080161629126
"499655","E02001061","E02001067",27,0,0,0,7,0,0,7,1,1,11,0,1.59638124602268,0.037037037037037,0.0407668232010076,0.100704226427204,0.00372978616397053
"499656","E02001061","E02001068",6,0,0,0,1,0,0,4,0,0,1,0,5.38064295460252,0,0.0353102013979536,0.211861208387722,0.0353102013979536
"499657","E02001061","E02001069",7,0,0,1,2,0,0,4,0,0,0,0,4.6343645343805,0,0.0373805859278804,0.261664101495163,0.0373805859278804
"499658","E02001061","E02001070",13,0,0,1,4,0,0,8,0,0,0,0,3.73605124870273,0,0.0395114266662692,0.5136485466615,0.0395114266662692
"499659","E02001061","E02001071",22,0,0,0,12,0,0,7,0,0,3,0,2.64048612465279,0,0.0411280235746919,0.904816518643222,0.0411280235746919
"499660","E02001061","E02001072",4,0,0,0,0,0,0,4,0,0,0,0,6.60975175639187,0,0.0316290159691507,0.126516063876603,0.0316290159691507
"499661","E02001061","E02001073",14,0,0,0,9,0,0,4,0,0,1,0,7.88027507310512,0,0.0277706514427658,0.388789120198721,0.0277706514427658
"499662","E02001061","E02001074",6,0,0,0,1,0,0,3,0,0,2,0,5.71423251470962,0,0.0343327109818798,0.205996265891279,0.0343327109818798
"499663","E02001061","E02001075",17,0,0,0,2,1,0,12,1,0,1,0,3.25882194557801,0,0.0403879313531177,0.686594833003,0.0403879313531177
"499664","E02001061","E02001076",8,0,0,0,1,0,0,7,0,0,0,0,4.49022286044199,0,0.0377547073663412,0.302037658930729,0.0377547073663412
"499665","E02001061","E02001077",4,0,0,0,0,0,0,4,0,0,0,0,7.61295368693332,0,0.0285744936344167,0.114297974537667,0.0285744936344167
"499666","E02001061","E02001078",8,0,0,0,3,0,0,3,2,0,0,0,4.14340198796071,0,0.0386090829073723,0.308872663258978,0.0386090829073723
"499667","E02001061","E02001079",3,0,0,0,1,0,0,1,1,0,0,0,5.87011184659516,0,0.0338686463127888,0.101605938938366,0.0338686463127888
"499668","E02001061","E02001080",6,0,0,2,2,0,0,2,0,0,0,0,4.87030653136186,0,0.036747878066977,0.220487268401862,0.036747878066977
"499669","E02001061","E02001081",2,0,0,0,2,0,0,0,0,0,0,0,8.33572348978302,0,0.026419217071109,0.0528384341422181,0.026419217071109
"499670","E02001061","E02001082",12,0,0,0,7,1,0,3,1,0,0,0,6.29147736603383,0,0.0325981665032888,0.391177998039466,0.0325981665032888
"499671","E02001061","E02001083",14,0,0,0,6,0,0,8,0,0,0,0,7.01997662368796,0,0.0303763131266572,0.425268383773201,0.0303763131266572
"499672","E02001061","E02001084",3,0,2,0,0,0,0,1,0,0,0,0,5.91550051586455,0,0.033732812532223,0.101198437596669,0.033732812532223
"499673","E02001061","E02001085",16,0,0,0,9,0,0,5,1,0,1,0,5.47027213795809,0,0.0350499740430023,0.560799584688036,0.0350499740430023
"499674","E02001061","E02001086",9,0,0,0,4,0,0,5,0,0,0,0,8.04828531457106,0,0.027269206569608,0.245422859126472,0.027269206569608
"499675","E02001061","E02001087",5,0,0,0,2,0,0,3,0,0,0,0,7.20702997077045,0,0.029805957350781,0.149029786753905,0.029805957350781
"499676","E02001061","E02001089",8,0,0,0,0,0,0,7,0,1,0,0,7.69265009970594,0.125,0.0283341449602285,-0.773326840318172,-0.0966658550397715
"499677","E02001061","E02001090",6,0,0,0,1,0,0,4,1,0,0,0,9.31696174017473,0,0.0236104849298576,0.141662909579146,0.0236104849298576
"499678","E02001061","E02001091",1,0,0,0,0,0,0,1,0,0,0,0,11.7153723013064,0,0.0175289240962367,0.0175289240962367,0.0175289240962367
"499679","E02001061","E02001092",5,0,0,0,1,0,0,0,1,1,1,1,11.1518436184991,0.2,0.0188476345770662,-0.905761827114669,-0.181152365422934
"499680","E02001061","E02001093",8,0,0,1,6,0,0,1,0,0,0,0,10.6163231648809,0,0.0201650680827368,0.161320544661894,0.0201650680827368
"499681","E02001061","E02001094",5,0,0,0,2,0,0,1,0,1,1,0,11.4390377246083,0.2,0.0181668485879509,-0.909165757060246,-0.181833151412049
"499682","E02001061","E02001095",24,0,0,0,5,0,0,14,2,1,2,0,12.3553393872637,0.0416666666666667,0.0161161510035269,-0.613212375915353,-0.0255505156631397
"499683","E02001061","E02001096",9,0,0,0,3,0,0,6,0,0,0,0,11.6229358890946,0,0.017740443057925,0.159663987521325,0.017740443057925
"499684","E02001061","E02001097",23,0,0,6,3,1,0,13,0,0,0,0,12.5959601069188,0,0.015608233070819,0.358989360628838,0.015608233070819
"499930","E02001061","E02006902",197,0,2,11,127,2,0,36,6,4,9,0,4.81359855092063,0.0203045685279188,0.036902073326332,3.2697084452874,0.0165975047984132
"499931","E02001061","E02006912",136,0,0,19,67,0,0,35,8,3,4,0,4.41499028821447,0.0220588235294118,0.0379458109752693,2.16063029263663,0.0158869874458576
"499932","E02001061","E02006913",16,0,0,0,2,0,0,11,0,1,1,1,5.71730094289265,0.0625,0.0343236154345799,-0.450822153046721,-0.0281763845654201
"499933","E02001061","E02006914",42,0,0,5,24,0,0,12,0,1,0,0,5.03260115109365,0.0238095238095238,0.036299863293185,0.524594258313769,0.0124903394836612
"499934","E02001061","E02006915",12,0,1,0,1,0,0,5,2,1,1,1,6.28589475954132,0.0833333333333333,0.032615112759443,-0.608618646886684,-0.0507182205738904
"499935","E02001061","E02006916",7,0,0,0,2,0,0,5,0,0,0,0,6.18485331542933,0,0.0329213952803632,0.230449766962542,0.0329213952803632
"499936","E02001061","E02006917",56,0,2,6,31,0,0,15,0,0,2,0,5.65792789654528,0,0.0344993063955702,1.93196115815193,0.0344993063955702
"499982","E02001062","E02001045",3,0,0,0,0,0,0,1,1,0,1,0,7.4373071511037,0,0.0291060241214358,0.0873180723643075,0.0291060241214358
"499983","E02001062","E02001046",1,0,0,0,0,0,0,0,0,1,0,0,6.70771831796788,1,0.0313299336326396,-0.96867006636736,-0.96867006636736
"499984","E02001062","E02001050",6,0,1,0,1,0,0,4,0,0,0,0,5.36081864790144,0,0.0353674911184598,0.212204946710759,0.0353674911184598
"499985","E02001062","E02001051",1,0,0,0,0,0,0,0,0,0,1,0,5.37486260148233,0,0.0353269162022393,0.0353269162022393,0.0353269162022393
"499986","E02001062","E02001052",2,0,0,0,0,0,0,0,1,0,1,0,4.94183962918311,0,0.0365515972156002,0.0731031944312004,0.0365515972156002
"499987","E02001062","E02001053",3,0,0,0,3,0,0,0,0,0,0,0,4.37011883163665,0,0.0380583473583366,0.11417504207501,0.0380583473583366
"499988","E02001062","E02001055",6,0,0,0,0,0,0,3,2,0,1,0,4.60178167001706,0,0.0374660325629799,0.224796195377879,0.0374660325629799
"499989","E02001062","E02001056",3,0,0,0,1,0,0,2,0,0,0,0,3.8220146010213,0,0.0393314697912222,0.117994409373667,0.0393314697912222
"499990","E02001062","E02001057",17,0,0,0,6,0,0,7,0,1,3,0,1.91884835005087,0.0588235294117647,0.0411647087156243,-0.300199951834386,-0.0176588206961404
"499991","E02001062","E02001059",29,0,0,1,5,0,0,14,1,2,2,4,2.53801628354749,0.0689655172413793,0.0411958378246931,-0.805320703083901,-0.0277696794166862
"499992","E02001062","E02001061",22,0,0,0,12,0,0,6,1,2,1,0,3.69091937551881,0.0909090909090909,0.0396034454929169,-1.12872419915583,-0.051305645416174
"499993","E02001062","E02001062",307,0,0,1,42,0,0,41,3,12,204,4,0,0.0390879478827362,0.024601022515226,-4.44748608782561,-0.0144869253675101
"499994","E02001062","E02001063",63,0,0,0,7,0,0,18,2,3,33,0,1.43116406339242,0.0476190476190476,0.0404302833600483,-0.452892148316959,-0.00718876425899934
"499995","E02001062","E02001064",80,0,0,0,28,1,0,31,6,1,12,1,1.99734916362313,0.0125,0.0412169086961521,2.29735269569217,0.0287169086961521
"499996","E02001062","E02001065",7,0,0,0,3,0,0,4,0,0,0,0,4.07698318357139,0,0.0387643374744004,0.271350362320803,0.0387643374744004
"499997","E02001062","E02001066",193,0,0,0,24,0,1,24,6,7,131,0,1.29993020125004,0.0362694300518135,0.0400867915195313,0.736750763269534,0.00381736146771779
"499998","E02001062","E02001067",2,0,0,0,0,0,0,1,0,0,1,0,3.31635277009807,0,0.0402944658879926,0.0805889317759853,0.0402944658879926
"499999","E02001062","E02001068",2,0,0,0,0,0,0,2,0,0,0,0,1.97430243250668,0,0.0412032314578602,0.0824064629157204,0.0412032314578602
"500000","E02001062","E02001069",17,0,0,0,4,0,0,9,1,0,3,0,1.65142738184636,0,0.0408575399406491,0.694578178991035,0.0408575399406491
"500001","E02001062","E02001070",31,0,2,0,9,0,0,14,1,2,3,0,1.72159696809127,0.0645161290322581,0.0409588707448525,-0.730275006909573,-0.0235572582874056
"500002","E02001062","E02001071",16,0,0,0,6,0,0,7,0,0,3,0,2.80503621254343,0,0.0409834541584373,0.655735266534997,0.0409834541584373
"500003","E02001062","E02001072",7,0,0,0,2,1,0,2,0,2,0,0,3.17403702265508,0.285714285714286,0.0405188530197558,-1.71636802886171,-0.24519543269453
"500004","E02001062","E02001073",14,0,0,2,7,0,0,4,1,0,0,0,4.43787240813814,0,0.0378880026409717,0.530432036973604,0.0378880026409717
"500005","E02001062","E02001074",5,0,0,0,2,0,0,1,0,0,2,0,2.76536289484415,0,0.0410221448513871,0.205110724256935,0.0410221448513871
"500006","E02001062","E02001075",7,0,0,0,2,0,0,5,0,0,0,0,3.50120789138162,0,0.0399704380047964,0.279793066033575,0.0399704380047964
"500007","E02001062","E02001076",17,0,0,0,7,0,0,8,0,0,2,0,2.75081455890434,0,0.0410357361972656,0.697607515353515,0.0410357361972656
"500008","E02001062","E02001077",5,0,0,0,1,0,0,2,0,0,2,0,4.40550359732049,0,0.0379696950790526,0.189848475395263,0.0379696950790526
"500009","E02001062","E02001078",10,0,0,0,5,0,0,2,0,0,3,0,3.71941684662433,0,0.0395455437299832,0.395455437299832,0.0395455437299832
"500010","E02001062","E02001079",1,0,0,0,1,0,0,0,0,0,0,0,3.45152572413897,0,0.0400609409594267,0.0400609409594267,0.0400609409594267
"500011","E02001062","E02001080",11,0,0,0,9,0,0,1,0,0,1,0,3.43598285717059,0,0.0400887512615415,0.440976263876957,0.0400887512615415
"500012","E02001062","E02001081",2,0,0,0,0,0,0,1,1,0,0,0,5.0984100243527,0,0.0361155654689689,0.0722311309379378,0.0361155654689689
"500013","E02001062","E02001082",9,0,0,0,2,0,0,1,0,4,2,0,4.19823330790466,0.444444444444444,0.0384787567171865,-3.65369118954532,-0.405965687727258
"500014","E02001062","E02001083",16,0,0,0,2,0,0,9,3,0,2,0,4.69460779272403,0,0.0372213160672739,0.595541057076382,0.0372213160672739
"500015","E02001062","E02001084",5,0,0,0,4,0,0,1,0,0,0,0,4.36322876772991,0,0.0380755290374438,0.190377645187219,0.0380755290374438
"500016","E02001062","E02001085",8,0,0,1,2,0,0,2,0,1,2,0,4.62878789931499,0.125,0.0373952454925995,-0.700838036059204,-0.0876047545074005
"500017","E02001062","E02001086",11,0,0,0,8,1,0,2,0,0,0,0,5.49766964149722,0,0.0349700501331932,0.384670551465125,0.0349700501331932
"500018","E02001062","E02001087",3,0,0,0,2,0,0,1,0,0,0,0,5.5435122137926,0,0.0348359425952398,0.104507827785719,0.0348359425952398
"500019","E02001062","E02001088",1,0,0,0,1,0,0,0,0,0,0,0,7.50245414304232,0,0.0289086094438374,0.0289086094438374,0.0289086094438374
"500020","E02001062","E02001089",31,0,0,0,18,0,0,10,0,1,2,0,6.45207528275006,0.032258064516129,0.0321097781838376,-0.00459687630103491,-0.000148286332291449
"500021","E02001062","E02001090",1,0,0,0,0,0,0,1,0,0,0,0,7.20465908051865,0,0.0298131782467169,0.0298131782467169,0.0298131782467169
"500022","E02001062","E02001091",4,0,0,0,1,0,0,3,0,0,0,0,8.92356434814862,0,0.0247175497242026,0.0988701988968103,0.0247175497242026
"500023","E02001062","E02001092",3,0,0,0,0,0,0,3,0,0,0,0,8.77494184267543,0,0.0251426887958251,0.0754280663874753,0.0251426887958251
"500024","E02001062","E02001093",6,0,0,0,2,1,0,2,0,0,1,0,8.78280317183529,0,0.0251201107982096,0.150720664789258,0.0251201107982096
"500025","E02001062","E02001094",8,0,0,0,6,0,0,1,0,0,1,0,9.53351812753507,0,0.0230130409686744,0.184104327749395,0.0230130409686744
"500026","E02001062","E02001095",25,0,0,0,5,0,0,10,3,2,4,1,10.1927948349811,0.08,0.0212504091285163,-1.46873977178709,-0.0587495908714837
"500027","E02001062","E02001096",9,0,0,1,4,0,0,2,0,0,1,1,10.1157689794878,0,0.0214518240219584,0.193066416197625,0.0214518240219584
"500028","E02001062","E02001097",35,0,0,6,15,1,0,6,2,2,3,0,10.8492544599087,0.0571428571428571,0.0195844097701247,-1.31454565804563,-0.0375584473727324
"500284","E02001062","E02006902",195,0,1,2,100,2,0,26,1,14,49,0,2.32142219810549,0.0717948717948718,0.0412770286938849,-5.95097940469245,-0.0305178431009869
"500285","E02001062","E02006912",187,0,1,2,71,1,1,18,5,14,74,0,1.27634236087343,0.0748663101604278,0.04001716900807,-6.51678939549091,-0.0348491411523578
"500286","E02001062","E02006913",20,0,1,1,6,1,0,7,1,0,3,0,3.84945171965893,0,0.039272780486562,0.78545560973124,0.039272780486562
"500287","E02001062","E02006914",44,0,0,2,8,0,0,2,0,3,29,0,1.41877813226627,0.0681818181818182,0.040400901792056,-1.22236032114954,-0.0277809163897622
"500288","E02001062","E02006915",12,0,0,0,2,0,1,9,0,0,0,0,4.09808857558215,0,0.0387153205766376,0.464583846919652,0.0387153205766376
"500289","E02001062","E02006916",7,0,0,0,0,0,0,2,0,4,1,0,2.53118938654004,0.571428571428571,0.0411997146084059,-3.71160199774116,-0.530228856820166
"500290","E02001062","E02006917",67,0,0,1,27,1,0,11,3,1,23,0,2.14044280700163,0.0149253731343284,0.0412727331215829,1.76527311914605,0.0263473599872545
"500338","E02001063","E02001045",3,0,0,0,0,0,0,3,0,0,0,0,7.7837443290643,0,0.0280601300337585,0.0841803901012756,0.0280601300337585
"500339","E02001063","E02001046",4,0,0,0,1,0,0,0,0,2,1,0,7.25279983046686,0.5,0.0296666095642693,-1.88133356174292,-0.470333390435731
"500340","E02001063","E02001047",1,0,0,0,1,0,0,0,0,0,0,0,7.66253987567864,0,0.028424886121098,0.028424886121098,0.028424886121098
"500341","E02001063","E02001049",3,0,0,0,3,0,0,0,0,0,0,0,7.55969737810728,0,0.0287354035462399,0.0862062106387198,0.0287354035462399
"500342","E02001063","E02001050",11,0,0,0,6,0,0,4,0,0,1,0,5.93745537568562,0,0.0336670045812367,0.370337050393604,0.0336670045812367
"500343","E02001063","E02001051",5,0,0,0,2,0,0,2,0,0,1,0,6.23655240517816,0,0.0327647884751739,0.163823942375869,0.0327647884751739
"500344","E02001063","E02001052",4,0,1,0,1,0,0,0,1,0,1,0,5.14017173018032,0,0.0359978800193234,0.143991520077294,0.0359978800193234
"500345","E02001063","E02001053",4,0,0,0,3,0,0,1,0,0,0,0,5.10192896348639,0,0.0361056705181917,0.144422682072767,0.0361056705181917
"500346","E02001063","E02001055",15,0,0,0,8,0,0,4,0,1,2,0,5.79321472626009,0.0666666666666667,0.0340980699135168,-0.488528951297249,-0.0325685967531499
"500347","E02001063","E02001057",22,0,1,0,4,0,0,9,2,1,4,1,2.80960330154363,0.0454545454545455,0.0409788492041472,-0.0984653175087615,-0.00447569625039825
"500348","E02001063","E02001059",21,0,0,0,6,0,1,9,1,4,0,0,3.89848256520536,0.19047619047619,0.0391664429142341,-3.17750469880108,-0.151309747561956
"500349","E02001063","E02001061",12,0,0,0,3,0,0,8,1,0,0,0,5.1153583708399,0,0.0360678715765899,0.432814458919079,0.0360678715765899
"500350","E02001063","E02001062",261,0,0,0,27,1,2,35,2,29,163,2,1.43116406339242,0.111111111111111,0.0404302833600483,-18.4476960430274,-0.0706808277510628
"500351","E02001063","E02001063",208,0,0,1,28,0,0,27,0,12,139,1,0,0.0576923076923077,0.024601022515226,-6.88298731683299,-0.0330912851770817
"500352","E02001063","E02001064",16,0,0,1,3,0,0,7,0,1,4,0,3.33778348304676,0.0625,0.0402587239586956,-0.35586041666087,-0.0222412760413044
"500353","E02001063","E02001065",5,0,0,0,1,0,0,2,2,0,0,0,5.46464311998226,0,0.0350663736407542,0.175331868203771,0.0350663736407542
"500354","E02001063","E02001066",73,0,0,1,19,3,0,18,2,2,28,0,2.29354116521151,0.0273972602739726,0.0412808775126621,1.01350405842433,0.0138836172386895
"500355","E02001063","E02001067",5,0,0,0,1,0,1,2,0,0,1,0,4.59145249480867,0,0.0374930157789913,0.187465078894957,0.0374930157789913
"500356","E02001063","E02001068",17,0,0,0,3,0,0,8,0,0,6,0,1.06919244129384,0,0.0392890962898493,0.667914636927437,0.0392890962898493
"500357","E02001063","E02001069",27,0,0,0,2,0,0,9,0,2,14,0,1.5203621110939,0.0740740740740741,0.0406243975314211,-0.90314126665163,-0.033449676542653
"500358","E02001063","E02001070",20,0,0,0,5,0,0,10,0,1,4,0,2.33992663119098,0.05,0.0412736067713407,-0.174527864573186,-0.0087263932286593
"500359","E02001063","E02001071",5,0,0,0,1,1,0,3,0,0,0,0,3.85448631946744,0,0.0392619470652947,0.196309735326473,0.0392619470652947
"500360","E02001063","E02001072",7,0,0,0,1,0,0,3,1,1,1,0,1.97014671216564,0.142857142857143,0.0412006212430462,-0.711595651298676,-0.101656521614097
"500361","E02001063","E02001073",23,0,0,0,8,0,0,8,1,0,6,0,3.15660565921433,0,0.0405447294969861,0.93252877843068,0.0405447294969861
"500362","E02001063","E02001074",11,0,0,0,3,0,0,6,0,1,1,0,2.1358312840505,0.0909090909090909,0.0412716866907259,-0.546011446402016,-0.0496374042183651
"500363","E02001063","E02001075",8,0,0,1,1,0,0,6,0,0,0,0,4.3890699578572,0,0.0380109532071134,0.304087625656907,0.0380109532071134
"500364","E02001063","E02001076",20,0,0,0,9,0,0,5,0,0,6,0,3.01908032329216,0,0.0407358174834994,0.814716349669987,0.0407358174834994
"500365","E02001063","E02001077",10,0,0,0,5,0,0,3,0,1,1,0,3.30628341295689,0.1,0.0403110877011941,-0.596889122988059,-0.0596889122988059
"500366","E02001063","E02001078",3,0,0,0,1,0,0,1,1,0,0,0,4.32676958132652,0,0.0381660020065376,0.114498006019613,0.0381660020065376
"500367","E02001063","E02001079",5,0,0,0,1,0,0,3,0,1,0,0,3.07724263419266,0.2,0.0406578883964368,-0.796710558017816,-0.159342111603563
"500368","E02001063","E02001080",8,0,0,0,2,0,0,1,0,0,5,0,3.65979908261915,0,0.0396658756300514,0.317327005040411,0.0396658756300514
"500369","E02001063","E02001081",4,0,0,0,4,0,0,0,0,0,0,0,3.940076482795,0,0.0390748043066512,0.156299217226605,0.0390748043066512
"500370","E02001063","E02001082",16,0,0,0,6,0,0,5,0,2,3,0,3.89146352105861,0.125,0.039181778770401,-1.37309153967358,-0.085818221229599
"500371","E02001063","E02001083",18,0,0,0,9,0,0,8,0,0,1,0,4.17531374034539,0,0.0385334655405751,0.693602379730352,0.0385334655405751
"500372","E02001063","E02001084",7,0,0,0,2,0,0,4,0,0,1,0,4.33217243178889,0,0.0381526425480628,0.26706849783644,0.0381526425480628
"500373","E02001063","E02001085",7,0,0,0,2,0,0,0,1,2,2,0,4.89438813854648,0.285714285714286,0.0366820166081314,-1.74322588374308,-0.249032269106154
"500374","E02001063","E02001086",7,0,0,0,6,0,0,1,0,0,0,0,4.76172476444177,0,0.03704198328421,0.25929388298947,0.03704198328421
"500375","E02001063","E02001087",13,0,0,0,5,0,0,7,0,0,1,0,5.29891878345097,0,0.0355457153585438,0.46209429966107,0.0355457153585438
"500376","E02001063","E02001088",1,0,0,0,0,0,0,1,0,0,0,0,6.58099842056239,0,0.0317167529703908,0.0317167529703908,0.0317167529703908
"500377","E02001063","E02001089",21,0,0,0,9,1,0,11,0,0,0,0,6.32991431807856,0,0.0324814278639861,0.682109985143707,0.0324814278639861
"500378","E02001063","E02001090",9,0,0,0,3,0,0,5,0,0,1,0,6.60342032952815,0,0.0316483375375387,0.284835037837848,0.0316483375375387
"500379","E02001063","E02001091",2,0,0,0,2,0,0,0,0,0,0,0,7.90966215116355,0,0.0276827171443742,0.0553654342887484,0.0276827171443742
"500380","E02001063","E02001092",4,0,0,0,2,0,0,2,0,0,0,0,7.97534701203114,0,0.0274865096451615,0.109946038580646,0.0274865096451615
"500381","E02001063","E02001093",16,0,0,0,2,0,0,12,1,0,1,0,8.24836844268596,0,0.0266764087903907,0.426822540646251,0.0266764087903907
"500382","E02001063","E02001094",10,0,0,0,6,0,0,3,0,1,0,0,8.93895380512248,0.1,0.0246737370449579,-0.753262629550421,-0.0753262629550421
"500383","E02001063","E02001095",26,0,0,0,6,0,1,19,0,0,0,0,9.4585735760338,0,0.0232188054290238,0.60368894115462,0.0232188054290238
"500384","E02001063","E02001096",12,0,0,1,4,0,0,6,0,0,1,0,9.68573530131214,0,0.0225984301705367,0.271181162046441,0.0225984301705367
"500385","E02001063","E02001097",22,0,0,2,5,1,0,14,0,0,0,0,10.2907561937072,0,0.0209960244257895,0.461912537367369,0.0209960244257895
"500693","E02001063","E02006902",412,0,3,4,170,1,0,32,5,19,177,1,2.56317106037833,0.0461165048543689,0.0411808505431674,-2.03348957621504,-0.00493565431120156
"500695","E02001063","E02006912",239,0,0,2,87,1,1,28,3,21,94,2,1.55424955906638,0.0878661087866109,0.0406904112944135,-11.2749917006352,-0.0471756974921974
"500696","E02001063","E02006913",6,0,0,0,4,0,0,2,0,0,0,0,4.05862774478091,0,0.0388067230175246,0.232840338105147,0.0388067230175246
"500697","E02001063","E02006914",135,0,2,1,26,3,0,14,0,8,80,1,0.70945833751181,0.0592592592592593,0.0373915526867578,-2.9521403872877,-0.0218677065725015
"500698","E02001063","E02006915",14,0,0,0,6,0,0,5,1,0,2,0,4.07602159439389,0,0.038766563608281,0.542731890515934,0.038766563608281
"500699","E02001063","E02006916",22,0,0,1,1,2,0,5,0,0,13,0,1.27195686053935,0,0.0400039459406857,0.880086810695085,0.0400039459406857
"500700","E02001063","E02006917",160,0,0,0,47,2,0,17,4,8,82,0,1.28455635983523,0.05,0.0400416993638387,-1.59332810178581,-0.00995830063616134
"500746","E02001064","E02001045",1,0,0,0,1,0,0,0,0,0,0,0,8.27795055912392,0,0.0265891982896988,0.0265891982896988,0.0265891982896988
"500747","E02001064","E02001046",5,0,0,0,2,0,0,2,0,0,1,0,7.32233377536149,0,0.0294551133616568,0.147275566808284,0.0294551133616568
"500748","E02001064","E02001047",1,0,0,0,0,0,0,1,0,0,0,0,6.90101317774609,0,0.0307395391131666,0.0307395391131666,0.0307395391131666
"500749","E02001064","E02001048",4,0,0,0,1,1,0,2,0,0,0,0,7.36841007470817,0,0.0293151153366154,0.117260461346461,0.0293151153366154
"500750","E02001064","E02001049",4,0,0,0,2,0,0,2,0,0,0,0,6.22092952362927,0,0.0328121377842208,0.131248551136883,0.0328121377842208
"500751","E02001064","E02001050",10,0,0,0,1,0,0,8,0,0,0,1,6.0331815206786,0,0.0333793368213629,0.333793368213629,0.0333793368213629
"500752","E02001064","E02001051",7,0,0,0,3,0,0,1,0,0,3,0,5.59016801364085,0,0.0346989922761037,0.242892945932726,0.0346989922761037
"500753","E02001064","E02001052",12,0,1,0,1,0,0,8,1,0,0,1,6.11320498312502,0,0.0331380218072569,0.397656261687082,0.0331380218072569
"500754","E02001064","E02001053",4,0,0,0,1,0,0,3,0,0,0,0,4.92434005155425,0,0.036599792327146,0.146399169308584,0.036599792327146
"500755","E02001064","E02001055",23,0,0,0,9,0,0,12,0,0,2,0,4.17435228390669,0,0.0385357532863758,0.886322325586643,0.0385357532863758
"500756","E02001064","E02001056",7,0,0,0,3,0,0,4,0,0,0,0,3.08378895258577,0,0.0406488485122383,0.284541939585668,0.0406488485122383
