"","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp","lon_origin","lat_origin","lon_dest","lat_dest"
"915605","E02002345","E02002356",35,0,0,0,2,0,0,30,1,1,1,0,5639.73931894034,0.0971090535959819,3.39881687585937,2.39881687585937,-1.58965732191195,53.8575607215892,-1.66983657169979,53.8396256342399
"915606","E02002345","E02002357",19,0,0,0,1,0,0,15,3,0,0,0,3536.50442688964,0.147891898195061,2.80994606570616,2.80994606570616,-1.58965732191195,53.8575607215892,-1.62913470253426,53.8359902289599
"915607","E02002345","E02002358",9,0,0,0,0,0,0,7,2,0,0,0,8880.0936377854,0.0507932639863788,0.457139375877409,0.457139375877409,-1.58965732191195,53.8575607215892,-1.45980150747814,53.8357920353621
"915608","E02002345","E02002359",1,0,0,0,0,0,0,1,0,0,0,0,14774.0809647682,0.0156264701641613,0.0156264701641613,0.0156264701641613,-1.58965732191195,53.8575607215892,-1.36974253555547,53.8308039573781
"915609","E02002345","E02002360",3,0,0,0,0,0,0,3,0,0,0,0,3038.0218752838,0.163396228309687,0.490188684929061,0.490188684929061,-1.58965732191195,53.8575607215892,-1.56479860107334,53.8345486050107
"915610","E02002345","E02002361",3,0,0,0,0,0,0,3,0,0,0,0,5874.57787683957,0.0926535158152046,0.277960547445614,0.277960547445614,-1.58965732191195,53.8575607215892,-1.51437147115231,53.8291749543965
"915611","E02002345","E02002362",17,0,0,0,1,0,0,12,3,0,1,0,3373.90620715201,0.152780344536489,2.59726585712032,2.59726585712032,-1.58965732191195,53.8575607215892,-1.61318115092283,53.8306166401771
"915612","E02002345","E02002363",14,0,0,0,0,0,0,12,1,0,1,0,4816.84313672739,0.114481569767681,1.60274197674753,1.60274197674753,-1.58965732191195,53.8575607215892,-1.53486896231896,53.8288444260405
"915613","E02002345","E02002364",7,0,0,0,0,0,0,7,0,0,0,0,8803.78127223038,0.0515744409946431,0.361021086962502,0.361021086962502,-1.58965732191195,53.8575607215892,-1.46642557585055,53.8267392129167
"915614","E02002345","E02002366",5,0,0,0,0,0,0,4,0,1,0,0,7150.30314416815,0.0717883240988236,0.358941620494118,-0.641058379505882,-1.58965732191195,53.8575607215892,-1.4940384943,53.8270203890282
"915615","E02002345","E02002367",3,0,0,0,0,0,0,3,0,0,0,0,4653.80819182797,0.118275995261511,0.354827985784532,0.354827985784532,-1.58965732191195,53.8575607215892,-1.55124709105745,53.8224379020227
"915616","E02002345","E02002368",12,0,0,0,1,0,0,10,1,0,0,0,7297.82083239027,0.0697012539429728,0.836415047315674,0.836415047315674,-1.58965732191195,53.8575607215892,-1.68528620566669,53.8243425956107
"915617","E02002345","E02002369",5,0,0,0,0,0,0,5,0,0,0,0,8360.69377751998,0.0563534644293459,0.28176732214673,0.28176732214673,-1.58965732191195,53.8575607215892,-1.47926659301547,53.8203553249744
"915618","E02002345","E02002371",16,0,0,0,1,0,0,15,0,0,0,0,5752.67031059706,0.0949403132468455,1.51904501194953,1.51904501194953,-1.58965732191195,53.8575607215892,-1.5308489430153,53.819302585339
"915619","E02002345","E02002373",17,0,0,0,4,0,0,11,2,0,0,0,4382.58858639631,0.124868946257719,2.12277208638123,2.12277208638123,-1.58965732191195,53.8575607215892,-1.58138038381865,53.8184752721075
"915620","E02002345","E02002374",4,0,0,0,0,0,0,4,0,0,0,0,4498.30627416062,0.122012221973238,0.488048887892954,0.488048887892954,-1.58965732191195,53.8575607215892,-1.5978264373095,53.8174200784987
"915621","E02002345","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,4797.95972698875,0.114914747718363,0.229829495436726,0.229829495436726,-1.58965732191195,53.8575607215892,-1.62700461465142,53.8205240553097
"915622","E02002345","E02002376",2,0,0,0,0,0,0,2,0,0,0,0,7497.87137473612,0.0669675517412288,0.133935103482458,0.133935103482458,-1.58965732191195,53.8575607215892,-1.50064422987246,53.815492733041
"915623","E02002345","E02002379",4,0,0,0,0,0,0,4,0,0,0,0,9565.82433508136,0.0442837418092104,0.177134967236841,0.177134967236841,-1.58965732191195,53.8575607215892,-1.4640100536313,53.8143288629921
"915624","E02002345","E02002381",4,0,0,0,0,0,0,4,0,0,0,0,6186.52684656252,0.0870495159275688,0.348198063710275,0.348198063710275,-1.58965732191195,53.8575607215892,-1.65509780344017,53.817642498621
"915625","E02002345","E02002382",3,0,0,0,0,0,0,1,1,0,1,0,7269.28518937875,0.0701001852563123,0.210300555768937,0.210300555768937,-1.58965732191195,53.8575607215892,-1.5121470391715,53.8110109367291
"915626","E02002345","E02002383",2,0,0,0,1,0,0,1,0,0,0,0,5320.9125162275,0.103502935167615,0.207005870335229,0.207005870335229,-1.58965732191195,53.8575607215892,-1.57110811082578,53.811011703723
"915627","E02002345","E02002384",47,0,0,1,7,0,1,34,0,2,2,0,6085.87002636197,0.0888196997462607,4.17452588807425,2.17452588807425,-1.58965732191195,53.8575607215892,-1.54508502189348,53.809633781384
"915628","E02002345","E02002385",19,0,0,0,1,0,0,17,1,0,0,0,5544.1165152308,0.0989840941039719,1.88069778797547,1.88069778797547,-1.58965732191195,53.8575607215892,-1.58247648394845,53.8079116015653
"915629","E02002345","E02002386",9,0,0,0,0,0,0,8,1,0,0,0,12251.53989975,0.0258801041691118,0.232920937522006,0.232920937522006,-1.58965732191195,53.8575607215892,-1.42379826974313,53.8075625093894
"915630","E02002345","E02002387",9,0,0,0,1,0,0,8,0,0,0,0,6207.05223355311,0.086692903389046,0.780236130501414,0.780236130501414,-1.58965732191195,53.8575607215892,-1.63524004385711,53.8087218219684
"915631","E02002345","E02002388",10,0,0,0,0,0,0,8,2,0,0,0,5587.28715762339,0.0981331316641346,0.981331316641346,0.981331316641346,-1.58965732191195,53.8575607215892,-1.61025091948625,53.8088425684194
"915632","E02002345","E02002389",1,0,0,0,0,0,0,1,0,0,0,0,8468.04153877242,0.0551564761595134,0.0551564761595134,0.0551564761595134,-1.58965732191195,53.8575607215892,-1.49129052948039,53.8084967191831
"915633","E02002345","E02002390",10,0,0,0,0,0,0,8,0,0,2,0,9756.08487892126,0.0426303098400086,0.426303098400086,0.426303098400086,-1.58965732191195,53.8575607215892,-1.4693922425744,53.8062954253642
"915634","E02002345","E02002391",11,0,0,0,0,0,1,10,0,0,0,0,7747.92222597182,0.0637008578462692,0.700709436308961,0.700709436308961,-1.58965732191195,53.8575607215892,-1.66820977927537,53.8056954081556
"915635","E02002345","E02002392",123,0,0,0,30,0,0,80,6,7,0,0,6186.70733377406,0.0870463737194029,10.7067039674866,3.70670396748656,-1.58965732191195,53.8575607215892,-1.56091491478,53.8046175700908
"915636","E02002345","E02002393",62,0,0,0,6,0,0,47,3,5,1,0,7320.43844434832,0.0693866708083883,4.30197359012008,-0.698026409879924,-1.58965732191195,53.8575607215892,-1.52383100698979,53.8045241440138
"915637","E02002345","E02002394",8,0,0,0,2,0,0,5,1,0,0,0,8027.813625418,0.0602329623358442,0.481863698686753,0.481863698686753,-1.58965732191195,53.8575607215892,-1.50963835146957,53.8031039327243
"915638","E02002345","E02002395",7,0,0,0,0,0,0,7,0,0,0,0,9030.37701197837,0.0492893026274997,0.345025118392498,0.345025118392498,-1.58965732191195,53.8575607215892,-1.69324268979359,53.8043391989309
"915639","E02002345","E02002396",15,0,0,0,1,0,0,14,0,0,0,0,6430.17763630869,0.0829092758063947,1.24363913709592,1.24363913709592,-1.58965732191195,53.8575607215892,-1.6110868470057,53.8011739849286
"915640","E02002345","E02002397",4,0,0,0,0,0,0,4,0,0,0,0,7484.78860501174,0.0671430053947893,0.268572021579157,0.268572021579157,-1.58965732191195,53.8575607215892,-1.64602027496637,53.7991338976688
"915641","E02002345","E02002398",2,0,0,0,0,0,0,2,0,0,0,0,11872.6537853636,0.0279174437531528,0.0558348875063055,0.0558348875063055,-1.58965732191195,53.8575607215892,-1.46079505899255,53.7829085207995
"915642","E02002345","E02002399",11,0,0,0,2,0,0,9,0,0,0,0,9688.8614590911,0.0432073311257809,0.47528064238359,0.47528064238359,-1.58965732191195,53.8575607215892,-1.50265604973017,53.7873207500411
"915643","E02002345","E02002400",36,0,0,1,3,0,0,28,2,2,0,0,6750.33702477239,0.0777668361470491,2.79960610129377,0.799606101293767,-1.58965732191195,53.8575607215892,-1.57948741205632,53.7971878792026
"915644","E02002345","E02002401",1,0,0,0,0,0,0,1,0,0,0,0,10878.8310471101,0.0340563418118545,0.0340563418118545,0.0340563418118545,-1.58965732191195,53.8575607215892,-1.48365445560807,53.7825528843327
"915645","E02002345","E02002402",8,0,0,1,0,0,0,7,0,0,0,0,12401.6653922843,0.0251146011517851,0.200916809214281,0.200916809214281,-1.58965732191195,53.8575607215892,-1.43685321190834,53.7923560632943
"915646","E02002345","E02002403",7,0,0,0,2,0,0,5,0,0,0,0,15014.765065365,0.0148920790107987,0.104244553075591,0.104244553075591,-1.58965732191195,53.8575607215892,-1.38746275886324,53.7950905830441
"915647","E02002345","E02002404",16,0,0,0,2,0,0,11,1,1,1,0,8632.84100132368,0.0533681579153052,0.853890526644883,-0.146109473355117,-1.58965732191195,53.8575607215892,-1.51850933573061,53.7923791486969
"915648","E02002345","E02002405",2,0,0,0,0,0,0,2,0,0,0,0,9788.14334546834,0.0423578517598449,0.0847157035196899,0.0847157035196899,-1.58965732191195,53.8575607215892,-1.68442047000305,53.7897676904798
"915649","E02002345","E02002406",1,0,0,0,0,0,0,1,0,0,0,0,16470.341213034,0.0111307798703817,0.0111307798703817,0.0111307798703817,-1.58965732191195,53.8575607215892,-1.36959406770728,53.7871307635905
"915650","E02002345","E02002407",2,0,0,0,0,0,0,1,0,1,0,0,7538.99959012916,0.0664189599162266,0.132837919832453,-0.867162080167547,-1.58965732191195,53.8575607215892,-1.60974837802561,53.7908519873074
"915651","E02002345","E02002408",3,0,0,0,1,0,0,2,0,0,0,0,8736.41488397392,0.0522740199860662,0.156822059958199,0.156822059958199,-1.58965732191195,53.8575607215892,-1.65315635409102,53.7886108816693
"915652","E02002345","E02002409",1,0,0,0,0,0,0,0,1,0,0,0,8762.93849913534,0.0519974549871625,0.0519974549871625,0.0519974549871625,-1.58965732191195,53.8575607215892,-1.63066948181263,53.7826349539878
"915653","E02002345","E02002410",7,0,0,0,1,0,0,5,1,0,0,0,7767.45972406497,0.0634524324456987,0.444167027119891,0.444167027119891,-1.58965732191195,53.8575607215892,-1.5870002098325,53.7877647367594
"915654","E02002345","E02002411",30,0,0,1,10,0,0,15,2,1,1,0,8310.49408242947,0.0569220995299978,1.70766298589993,0.707662985899933,-1.58965732191195,53.8575607215892,-1.56121455363363,53.7847868814315
"915655","E02002345","E02002412",7,0,0,0,0,0,0,6,0,0,1,0,9110.64687889615,0.0485043312886676,0.339530319020673,0.339530319020673,-1.58965732191195,53.8575607215892,-1.6064431662039,53.7762799406634
"915656","E02002345","E02002414",11,0,0,0,2,0,0,9,0,0,0,0,8929.2423077253,0.0502964256080808,0.553260681688889,0.553260681688889,-1.58965732191195,53.8575607215892,-1.54516287677219,53.7817460770154
"915657","E02002345","E02002415",3,0,0,0,0,0,0,3,0,0,0,0,9634.53466974792,0.04367935394569,0.13103806183707,0.13103806183707,-1.58965732191195,53.8575607215892,-1.54951168614123,53.7742881836732
"915658","E02002345","E02002416",8,0,0,0,0,0,0,8,0,0,0,0,15334.7276249266,0.0139689491658603,0.111751593326882,0.111751593326882,-1.58965732191195,53.8575607215892,-1.41196316956805,53.7684705357987
"915659","E02002345","E02002417",2,0,0,0,0,0,0,2,0,0,0,0,19623.7623464501,0.00592410727845413,0.0118482145569083,0.0118482145569083,-1.58965732191195,53.8575607215892,-1.33680013114984,53.7642201515347
"915660","E02002345","E02002419",18,0,0,0,1,0,0,14,3,0,0,0,9561.35436904222,0.0443233488751911,0.797820279753439,0.797820279753439,-1.58965732191195,53.8575607215892,-1.57597003332912,53.7720065627108
"915661","E02002345","E02002420",10,0,0,0,0,0,0,9,1,0,0,0,10419.1561428444,0.0373357475139064,0.373357475139064,0.373357475139064,-1.58965732191195,53.8575607215892,-1.55444065371174,53.766262459313
"915662","E02002345","E02002421",2,0,0,0,1,0,0,1,0,0,0,0,10863.1688940182,0.0341631881967734,0.0683263763935468,0.0683263763935468,-1.58965732191195,53.8575607215892,-1.53113186963838,53.7662730270275
"915663","E02002345","E02002422",14,0,0,0,2,0,0,9,2,1,0,0,11015.8858486236,0.0331355029729475,0.463897041621265,-0.536102958378735,-1.58965732191195,53.8575607215892,-1.58700124108342,53.7585630809208
"915664","E02002345","E02002423",1,0,0,0,0,0,0,1,0,0,0,0,11769.2036300542,0.0285010733692789,0.0285010733692789,0.0285010733692789,-1.58965732191195,53.8575607215892,-1.5221683155338,53.7596112617621
"915665","E02002345","E02002424",5,0,0,0,0,0,0,5,0,0,0,0,11257.6074744184,0.0315716946347681,0.15785847317384,0.15785847317384,-1.58965732191195,53.8575607215892,-1.61603786706791,53.7575906875986
"915666","E02002345","E02002425",1,0,0,0,0,0,0,1,0,0,0,0,12022.7246494521,0.0270919746260001,0.0270919746260001,0.0270919746260001,-1.58965732191195,53.8575607215892,-1.6522103299487,53.7560427314978
"915667","E02002345","E02002426",4,0,0,0,0,0,0,4,0,0,0,0,14955.1948483343,0.0150705650203204,0.0602822600812816,0.0602822600812816,-1.58965732191195,53.8575607215892,-1.44974128229353,53.7516900235372
"915668","E02002345","E02002427",3,0,0,0,0,0,0,3,0,0,0,0,13897.5496873599,0.0186206752727875,0.0558620258183626,0.0558620258183626,-1.58965732191195,53.8575607215892,-1.47878989389313,53.7512783244118
"915669","E02002345","E02002428",3,0,0,0,0,0,0,3,0,0,0,0,12162.8572903411,0.0263432221130474,0.0790296663391422,0.0790296663391422,-1.58965732191195,53.8575607215892,-1.53671522435179,53.7528293516229
"915670","E02002345","E02002429",3,0,0,0,1,0,0,2,0,0,0,0,14950.6581999142,0.015084245196595,0.045252735589785,0.045252735589785,-1.58965732191195,53.8575607215892,-1.46684712259206,53.7445513484599
"915671","E02002345","E02002430",1,0,0,0,0,0,0,1,0,0,0,0,12399.0756095386,0.0251276127933723,0.0251276127933723,0.0251276127933723,-1.58965732191195,53.8575607215892,-1.55521602676135,53.7479997938134
"915672","E02002345","E02002431",1,0,0,0,0,0,0,1,0,0,0,0,12660.7564899441,0.0238463502593791,0.0238463502593791,0.0238463502593791,-1.58965732191195,53.8575607215892,-1.58235183703781,53.74384910947
"915673","E02002345","E02002433",7,0,0,0,0,0,0,5,1,0,1,0,12931.662931553,0.0225887024194541,0.158120916936179,0.158120916936179,-1.58965732191195,53.8575607215892,-1.59931370729969,53.7414729236606
"915674","E02002345","E02002434",3,0,0,0,0,0,0,3,0,0,0,0,14473.5809836042,0.0165944164099708,0.0497832492299124,0.0497832492299124,-1.58965732191195,53.8575607215892,-1.51721490895174,53.7347463069531
"915675","E02002345","E02002435",14,0,0,0,1,0,0,13,0,0,0,0,14050.5747408916,0.018059421700771,0.252831903810794,0.252831903810794,-1.58965732191195,53.8575607215892,-1.60996864043677,53.7318492429836
"915676","E02002345","E02002436",1,0,0,0,0,0,0,1,0,0,0,0,14676.8745253255,0.0159332412192042,0.0159332412192042,0.0159332412192042,-1.58965732191195,53.8575607215892,-1.54872641100893,53.7278916121542
"915784","E02002345","E02006852",69,0,0,2,9,1,0,45,7,2,3,0,2759.60176330684,0.172752877926176,11.9199485769061,9.91994857690613,-1.58965732191195,53.8575607215892,-1.58670433230111,53.8328190169763
"915786","E02002345","E02006861",38,0,0,0,3,0,0,32,3,0,0,0,4691.99098721512,0.117376213626772,4.46029611781733,4.46029611781733,-1.58965732191195,53.8575607215892,-1.56502150275465,53.8179856472231
"915788","E02002345","E02006875",381,0,0,10,113,0,1,216,27,10,3,1,7415.26089446534,0.0680831870013784,25.9396942475252,15.9396942475252,-1.58965732191195,53.8575607215892,-1.54558251724398,53.7962246678574
"915789","E02002345","E02006876",38,0,0,0,3,0,0,33,2,0,0,0,10326.9466746574,0.0380306776163832,1.44516574942256,1.44516574942256,-1.58965732191195,53.8575607215892,-1.51820924617903,53.7749327016576
"915891","E02002346","E02002331",10,0,0,0,0,0,0,8,2,0,0,0,19559.3319254911,0.00600093979557319,0.0600093979557319,0.0600093979557319,-1.61864375173256,53.8500711391054,-1.34765338801317,53.9226868902534
"915892","E02002346","E02002332",5,0,0,0,0,0,0,5,0,0,0,0,8881.3478645042,0.0507805243305219,0.25390262165261,0.25390262165261,-1.61864375173256,53.8500711391054,-1.70526664193724,53.9113271891649
"915893","E02002346","E02002333",16,0,0,0,2,0,0,13,1,0,0,0,7241.8377433222,0.0704860576190685,1.1277769219051,1.1277769219051,-1.61864375173256,53.8500711391054,-1.6876952052199,53.9007791557042
"915894","E02002346","E02002335",9,0,0,0,1,0,0,7,1,0,0,0,10749.7459288862,0.0349470230927483,0.314523207834735,0.314523207834735,-1.61864375173256,53.8500711391054,-1.4710718403468,53.8916514301921
"915895","E02002346","E02002336",49,0,0,0,1,1,0,40,5,0,2,0,4003.76719994919,0.13469716476322,6.60016107339779,6.60016107339779,-1.61864375173256,53.8500711391054,-1.62436521084849,53.885895467259
"915896","E02002346","E02002337",8,0,0,0,2,0,0,4,1,0,1,0,8873.44236204351,0.0508608769485746,0.406887015588596,0.406887015588596,-1.61864375173256,53.8500711391054,-1.74339777228578,53.8804538586686
"915897","E02002346","E02002338",12,0,0,0,2,0,0,8,2,0,0,0,6468.86224618522,0.0822702882941916,0.987243459530299,0.987243459530299,-1.61864375173256,53.8500711391054,-1.71058960178947,53.8707163700342
"915898","E02002346","E02002339",15,0,0,0,0,0,0,14,0,0,1,0,5357.49842900263,0.102748349383759,1.54122524075639,1.54122524075639,-1.61864375173256,53.8500711391054,-1.69418216051999,53.8680881823462
"915899","E02002346","E02002340",14,0,0,0,1,0,1,11,1,0,0,0,4446.99098743144,0.123270888238312,1.72579243533636,1.72579243533636,-1.61864375173256,53.8500711391054,-1.67853467578578,53.8686194272494
"915900","E02002346","E02002341",8,0,0,0,0,0,0,5,2,0,1,0,4702.12002393514,0.11713867271849,0.937109381747923,0.937109381747923,-1.61864375173256,53.8500711391054,-1.55533198144024,53.8696972209857
"915901","E02002346","E02002342",59,0,0,0,7,0,1,21,2,1,27,0,1443.29965727567,0.224780089262616,13.2620252664944,12.2620252664944,-1.61864375173256,53.8500711391054,-1.62241949628537,53.8628501517183
"915902","E02002346","E02002343",10,0,0,0,0,0,0,9,0,0,1,0,3934.28567854414,0.136582023504292,1.36582023504292,1.36582023504292,-1.61864375173256,53.8500711391054,-1.6775621599311,53.856149448222
"915903","E02002346","E02002344",1,0,0,0,0,0,0,1,0,0,0,0,6156.75073922531,0.0875694617331216,0.0875694617331216,0.0875694617331216,-1.61864375173256,53.8500711391054,-1.52530584193474,53.854124311166
"915904","E02002346","E02002345",41,0,0,1,8,0,0,18,6,0,8,0,2081.14719308841,0.197858679515148,8.11220586012106,8.11220586012106,-1.61864375173256,53.8500711391054,-1.58965732191195,53.8575607215892
"915905","E02002346","E02002346",82,0,0,0,14,2,1,30,4,0,31,0,0,0.3,24.6,24.6,-1.61864375173256,53.8500711391054,-1.61864375173256,53.8500711391054
"915906","E02002346","E02002347",6,0,0,0,0,0,0,6,0,0,0,0,4387.25541845223,0.124752452151782,0.748514712910695,0.748514712910695,-1.61864375173256,53.8500711391054,-1.55197061346592,53.8492478781359
"915907","E02002346","E02002348",82,0,0,1,7,0,0,43,3,1,27,0,1009.71682788397,0.245142361485783,20.1016736418342,19.1016736418342,-1.61864375173256,53.8500711391054,-1.60485137503536,53.8460916699259
"915908","E02002346","E02002349",4,0,0,1,0,0,0,3,0,0,0,0,7990.5784751616,0.0606831933777359,0.242732773510943,0.242732773510943,-1.61864375173256,53.8500711391054,-1.49772700940708,53.8433559571037
"915909","E02002346","E02002350",135,0,0,1,4,1,0,75,11,1,42,0,1807.47857473832,0.208990074354136,28.2136600378084,27.2136600378084,-1.61864375173256,53.8500711391054,-1.64568183696925,53.8471890098251
"915910","E02002346","E02002351",1,0,0,0,0,0,0,1,0,0,0,0,11704.306009622,0.0288734149183269,0.0288734149183269,0.0288734149183269,-1.61864375173256,53.8500711391054,-1.44096637163261,53.8449366971065
"915911","E02002346","E02002352",14,0,0,0,2,0,0,10,2,0,0,0,5799.15675361712,0.0940617163675967,1.31686402914635,1.31686402914635,-1.61864375173256,53.8500711391054,-1.53161827349486,53.8418058636439
"915912","E02002346","E02002353",2,0,0,0,0,0,0,2,0,0,0,0,6690.71244329471,0.0786997505665614,0.157399501133123,0.157399501133123,-1.61864375173256,53.8500711391054,-1.5182369925797,53.8405491500151
"915913","E02002346","E02002354",10,0,0,0,0,0,0,9,0,0,1,0,4762.74865198584,0.115726858250787,1.15726858250787,1.15726858250787,-1.61864375173256,53.8500711391054,-1.54853279847116,53.8394232219304
"915914","E02002346","E02002356",67,0,0,1,3,2,0,46,8,0,6,1,3562.81871330513,0.147115608783509,9.85674578849508,9.85674578849508,-1.61864375173256,53.8500711391054,-1.66983657169979,53.8396256342399
"915915","E02002346","E02002357",42,0,0,0,4,1,0,25,1,1,10,0,1711.98130394536,0.213020033199619,8.94684139438399,7.94684139438399,-1.61864375173256,53.8500711391054,-1.62913470253426,53.8359902289599
"915916","E02002346","E02002358",9,0,0,0,1,0,0,8,0,0,0,0,10571.8092695196,0.036213088735183,0.325917798616647,0.325917798616647,-1.61864375173256,53.8500711391054,-1.45980150747814,53.8357920353621
"915917","E02002346","E02002359",2,0,0,0,0,0,0,1,1,0,0,0,16519.6280547809,0.0110215986768764,0.0220431973537529,0.0220431973537529,-1.61864375173256,53.8500711391054,-1.36974253555547,53.8308039573781
"915918","E02002346","E02002360",9,0,0,0,0,0,0,9,0,0,0,0,3941.59955216834,0.136382380824174,1.22744142741757,1.22744142741757,-1.61864375173256,53.8500711391054,-1.56479860107334,53.8345486050107
"915919","E02002346","E02002361",7,0,0,0,0,0,0,6,1,0,0,0,7244.78333487203,0.0704445452209854,0.493111816546898,0.493111816546898,-1.61864375173256,53.8500711391054,-1.51437147115231,53.8291749543965
"915920","E02002346","E02002362",36,0,0,0,1,0,0,24,5,0,6,0,2194.22102653306,0.193434367589534,6.96363723322321,6.96363723322321,-1.61864375173256,53.8500711391054,-1.61318115092283,53.8306166401771
"915921","E02002346","E02002363",14,0,0,0,3,2,0,8,0,1,0,0,5997.39158156406,0.0904054143035837,1.26567580025017,0.265675800250171,-1.61864375173256,53.8500711391054,-1.53486896231896,53.8288444260405
"915922","E02002346","E02002364",14,0,0,0,1,1,0,12,0,0,0,0,10347.8684979388,0.0378718758670285,0.530206262138399,0.530206262138399,-1.61864375173256,53.8500711391054,-1.46642557585055,53.8267392129167
"915923","E02002346","E02002366",6,0,0,0,1,0,0,3,1,0,1,0,8591.40104446778,0.053812310772696,0.322873864636176,0.322873864636176,-1.61864375173256,53.8500711391054,-1.4940384943,53.8270203890282
"915924","E02002346","E02002367",1,0,0,0,1,0,0,0,0,0,0,0,5396.81810189425,0.101943511828804,0.101943511828804,0.101943511828804,-1.61864375173256,53.8500711391054,-1.55124709105745,53.8224379020227
"915925","E02002346","E02002368",8,0,0,0,0,0,0,8,0,0,0,0,5237.10490873033,0.105252422919478,0.842019383355822,0.842019383355822,-1.61864375173256,53.8500711391054,-1.68528620566669,53.8243425956107
"915926","E02002346","E02002369",2,0,0,0,0,0,0,1,1,0,0,0,9750.25276951063,0.0426800637776475,0.0853601275552951,0.0853601275552951,-1.61864375173256,53.8500711391054,-1.47926659301547,53.8203553249744
"915927","E02002346","E02002370",1,0,0,0,0,0,0,1,0,0,0,0,12032.817109473,0.0270373448452762,0.0270373448452762,0.0270373448452762,-1.61864375173256,53.8500711391054,-1.44214840833862,53.8218248926207
"915928","E02002346","E02002371",10,0,0,1,2,0,0,7,0,0,0,0,6715.9875358131,0.0783029256947594,0.783029256947594,0.783029256947594,-1.61864375173256,53.8500711391054,-1.5308489430153,53.819302585339
"915929","E02002346","E02002373",20,0,0,0,7,0,0,13,0,0,0,0,4286.32383104212,0.127296334179969,2.54592668359938,2.54592668359938,-1.61864375173256,53.8500711391054,-1.58138038381865,53.8184752721075
"915930","E02002346","E02002374",14,0,0,1,2,1,0,7,2,1,0,0,3882.59806711225,0.138001266304373,1.93201772826122,0.932017728261224,-1.61864375173256,53.8500711391054,-1.5978264373095,53.8174200784987
"915931","E02002346","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,3333.12256062281,0.1540316287057,0.3080632574114,0.3080632574114,-1.61864375173256,53.8500711391054,-1.62700461465142,53.8205240553097
"915932","E02002346","E02002376",4,0,0,0,0,0,0,4,0,0,0,0,8666.83319008421,0.0530065683305991,0.212026273322396,0.212026273322396,-1.61864375173256,53.8500711391054,-1.50064422987246,53.815492733041
"915933","E02002346","E02002377",8,0,0,0,3,0,0,5,0,0,0,0,7586.49235178419,0.065791062727707,0.526328501821656,0.526328501821656,-1.61864375173256,53.8500711391054,-1.5194226834335,53.8153651938109
"915934","E02002346","E02002379",7,0,0,0,0,0,0,6,0,0,1,0,10926.7061615805,0.0337318077493213,0.236122654245249,0.236122654245249,-1.61864375173256,53.8500711391054,-1.4640100536313,53.8143288629921
"915935","E02002346","E02002380",3,0,0,0,1,0,0,2,0,0,0,0,4143.61480912577,0.130981948085415,0.392945844256246,0.392945844256246,-1.61864375173256,53.8500711391054,-1.64134645619617,53.8153341658067
"915936","E02002346","E02002381",9,0,0,1,0,1,0,7,0,0,0,0,4332.92301591509,0.12611546440231,1.13503917962079,1.13503917962079,-1.61864375173256,53.8500711391054,-1.65509780344017,53.817642498621
"915937","E02002346","E02002382",2,0,0,0,0,0,0,2,0,0,0,0,8247.39553103248,0.0576449916855618,0.115289983371124,0.115289983371124,-1.61864375173256,53.8500711391054,-1.5121470391715,53.8110109367291
"915938","E02002346","E02002383",7,0,0,2,0,0,0,5,0,0,0,0,5354.91997404543,0.102801349446575,0.719609446126024,0.719609446126024,-1.61864375173256,53.8500711391054,-1.57110811082578,53.811011703723
"915939","E02002346","E02002384",32,0,0,0,4,0,1,26,1,0,0,0,6609.36655614544,0.0799906028522167,2.55969929127093,2.55969929127093,-1.61864375173256,53.8500711391054,-1.54508502189348,53.809633781384
"915940","E02002346","E02002385",22,0,0,1,2,0,0,14,2,1,2,0,5260.25224569626,0.104766286404329,2.30485830089524,1.30485830089524,-1.61864375173256,53.8500711391054,-1.58247648394845,53.8079116015653
"915941","E02002346","E02002386",8,0,0,0,1,0,0,6,1,0,0,0,13669.2958200889,0.0194904248304785,0.155923398643828,0.155923398643828,-1.61864375173256,53.8500711391054,-1.42379826974313,53.8075625093894
"915942","E02002346","E02002387",10,0,2,0,2,0,0,5,1,0,0,0,4728.45856389194,0.116523242771855,1.16523242771855,1.16523242771855,-1.61864375173256,53.8500711391054,-1.63524004385711,53.8087218219684
"915943","E02002346","E02002388",11,0,0,0,0,0,0,9,2,0,0,0,4620.2684238297,0.119072052120928,1.3097925733302,1.3097925733302,-1.61864375173256,53.8500711391054,-1.61025091948625,53.8088425684194
"915944","E02002346","E02002389",1,0,0,0,0,0,0,1,0,0,0,0,9574.01021745372,0.0442113008244374,0.0442113008244374,0.0442113008244374,-1.61864375173256,53.8500711391054,-1.49129052948039,53.8084967191831
"915945","E02002346","E02002390",10,0,0,1,3,0,0,6,0,0,0,0,10965.0849847977,0.033473881489035,0.33473881489035,0.33473881489035,-1.61864375173256,53.8500711391054,-1.4693922425744,53.8062954253642
