"","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp"
"913774","E02002339","E02006875",188,0,0,69,38,0,0,66,9,2,4,0,12632.5551184458,0.0239812302383528,4.50847128481033,2.50847128481033
"913775","E02002339","E02006876",29,0,0,1,1,2,0,23,0,1,1,0,15544.6318981056,0.0133946596646795,0.388445130275706,-0.611554869724295
"913819","E02002340","E02002183",6,0,0,2,0,0,0,4,0,0,0,0,0,0.3,1.8,1.8
"913820","E02002340","E02002184",30,0,0,5,1,0,0,21,1,0,2,0,0,0.3,9,9
"913821","E02002340","E02002185",13,0,0,2,1,0,0,10,0,0,0,0,0,0.3,3.9,3.9
"913822","E02002340","E02002186",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"913823","E02002340","E02002187",6,0,0,0,0,0,0,5,0,1,0,0,0,0.3,1.8,0.8
"913824","E02002340","E02002188",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913825","E02002340","E02002189",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913826","E02002340","E02002190",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"913827","E02002340","E02002191",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913828","E02002340","E02002192",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913829","E02002340","E02002193",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913830","E02002340","E02002194",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913831","E02002340","E02002195",7,0,0,0,0,0,0,6,1,0,0,0,0,0.3,2.1,2.1
"913832","E02002340","E02002197",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"913833","E02002340","E02002198",7,0,0,0,0,0,0,6,0,1,0,0,0,0.3,2.1,1.1
"913834","E02002340","E02002199",21,0,0,0,1,0,0,17,3,0,0,0,0,0.3,6.3,6.3
"913835","E02002340","E02002200",5,0,0,0,0,0,0,4,1,0,0,0,0,0.3,1.5,1.5
"913836","E02002340","E02002201",19,0,0,0,0,0,0,17,1,1,0,0,0,0.3,5.7,4.7
"913837","E02002340","E02002202",18,0,0,1,0,0,0,16,1,0,0,0,0,0.3,5.4,5.4
"913838","E02002340","E02002203",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913839","E02002340","E02002204",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913840","E02002340","E02002206",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913841","E02002340","E02002207",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913842","E02002340","E02002208",7,0,0,0,0,0,0,6,1,0,0,0,0,0.3,2.1,2.1
"913843","E02002340","E02002209",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913844","E02002340","E02002210",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913845","E02002340","E02002211",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913846","E02002340","E02002212",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913848","E02002340","E02002214",3,0,0,0,1,0,0,2,0,0,0,0,0,0.3,0.9,0.9
"913849","E02002340","E02002215",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913850","E02002340","E02002216",4,0,0,0,0,0,1,3,0,0,0,0,0,0.3,1.2,1.2
"913851","E02002340","E02002217",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913852","E02002340","E02002219",8,0,0,0,0,0,0,7,1,0,0,0,0,0.3,2.4,2.4
"913853","E02002340","E02002220",11,0,0,0,2,0,0,8,0,0,1,0,0,0.3,3.3,3.3
"913854","E02002340","E02002221",31,0,0,6,1,0,0,23,0,0,1,0,0,0.3,9.3,9.3
"913855","E02002340","E02002222",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913856","E02002340","E02002223",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913857","E02002340","E02002224",4,0,0,0,0,0,0,3,1,0,0,0,0,0.3,1.2,1.2
"913858","E02002340","E02002225",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913859","E02002340","E02002226",13,0,0,0,0,0,0,12,0,1,0,0,0,0.3,3.9,2.9
"913860","E02002340","E02002227",10,0,0,0,2,0,0,8,0,0,0,0,0,0.3,3,3
"913861","E02002340","E02002228",18,0,0,0,1,0,0,15,1,1,0,0,0,0.3,5.4,4.4
"913862","E02002340","E02002229",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913863","E02002340","E02002230",9,0,0,0,0,0,0,9,0,0,0,0,0,0.3,2.7,2.7
"913864","E02002340","E02002232",3,0,0,0,0,0,0,2,1,0,0,0,0,0.3,0.9,0.9
"913865","E02002340","E02002235",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"913866","E02002340","E02002236",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913867","E02002340","E02002238",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"913868","E02002340","E02002239",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"913869","E02002340","E02002240",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913870","E02002340","E02002241",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913871","E02002340","E02002242",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"913872","E02002340","E02002243",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913877","E02002340","E02002262",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913880","E02002340","E02002271",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913881","E02002340","E02002272",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"913882","E02002340","E02002273",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913883","E02002340","E02002277",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913884","E02002340","E02002281",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913885","E02002340","E02002282",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913886","E02002340","E02002285",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913887","E02002340","E02002286",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913888","E02002340","E02002287",3,0,0,1,0,0,0,2,0,0,0,0,0,0.3,0.9,0.9
"913889","E02002340","E02002289",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913890","E02002340","E02002292",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913891","E02002340","E02002294",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913892","E02002340","E02002295",2,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.6,0.6
"913899","E02002340","E02002330",1,0,0,0,0,0,0,1,0,0,0,0,19466.6393730194,0.00611322587344486,0.00611322587344486,0.00611322587344486
"913900","E02002340","E02002331",10,0,0,0,0,0,0,10,0,0,0,0,22561.2100046275,0.0032921487718566,0.032921487718566,0.032921487718566
"913901","E02002340","E02002332",8,0,0,0,2,0,0,3,1,2,0,0,5066.22077965832,0.108911793287283,0.871294346298265,-1.12870565370173
"913902","E02002340","E02002333",52,0,0,0,3,0,0,43,4,0,2,0,3628.68790650748,0.145190241575905,7.54989256194706,7.54989256194706
"913903","E02002340","E02002335",2,0,0,0,0,0,0,2,0,0,0,0,13876.9023397181,0.0186977277673937,0.0373954555347873,0.0373954555347873
"913904","E02002340","E02002336",155,0,0,0,3,2,2,90,10,4,44,0,4046.55290095422,0.133549459779241,20.7001662657824,16.7001662657824
"913905","E02002340","E02002337",44,0,0,0,5,1,0,30,3,2,3,0,4463.3867415429,0.122867326435408,5.40616236315796,3.40616236315796
"913906","E02002340","E02002338",99,0,0,0,7,1,1,59,10,1,20,0,2120.66419788737,0.196301086287222,19.4338075424349,18.4338075424349
"913907","E02002340","E02002339",232,0,0,1,2,1,0,86,11,7,124,0,1030.63399168957,0.244118967043069,56.6356003539919,49.6356003539919
"913908","E02002340","E02002340",100,0,0,1,0,0,1,45,2,5,45,1,0,0.3,30,25
"913909","E02002340","E02002341",6,0,0,0,0,0,0,6,0,0,0,0,8102.54456242649,0.0593394034762685,0.356036420857611,0.356036420857611
"913910","E02002340","E02002342",5,0,0,0,0,0,0,5,0,0,0,0,3745.74554209316,0.141830596953948,0.709152984769738,0.709152984769738
"913911","E02002340","E02002343",84,0,0,0,0,0,0,46,10,2,26,0,1388.82970654371,0.22724222824877,19.0883471728967,17.0883471728967
"913912","E02002340","E02002345",15,0,0,0,1,0,0,13,0,0,1,0,5973.54248980485,0.0908376617592471,1.36256492638871,1.36256492638871
"913913","E02002340","E02002346",5,0,0,0,0,0,0,4,0,1,0,0,4446.99098743144,0.123270888238312,0.616354441191558,-0.383645558808442
"913914","E02002340","E02002347",2,0,0,0,0,0,0,2,0,0,0,0,8598.99850713906,0.0537306054592532,0.107461210918506,0.107461210918506
"913915","E02002340","E02002348",20,0,0,0,1,0,0,16,2,1,0,0,5456.35794792239,0.100736770806297,2.01473541612593,1.01473541612593
"913916","E02002340","E02002349",2,0,0,0,0,0,0,2,0,0,0,0,12220.9212957441,0.0260390729447715,0.052078145889543,0.052078145889543
"913917","E02002340","E02002350",37,0,0,0,4,0,0,27,4,2,0,0,3217.87006383065,0.15762337136465,5.83206474049205,3.83206474049205
"913918","E02002340","E02002351",1,0,0,0,0,0,0,1,0,0,0,0,15847.7650736295,0.0126067131269595,0.0126067131269595,0.0126067131269595
"913919","E02002340","E02002352",8,0,0,0,1,0,0,6,1,0,0,0,10114.0473475348,0.0396849889916363,0.31747991193309,0.31747991193309
"913920","E02002340","E02002353",1,0,0,0,0,0,0,1,0,0,0,0,10997.2332690128,0.0332593463505988,0.0332593463505988,0.0332593463505988
"913921","E02002340","E02002354",2,0,0,0,0,0,0,2,0,0,0,0,9147.86036553397,0.0481446683233604,0.0962893366467209,0.0962893366467209
"913922","E02002340","E02002356",93,0,0,1,10,1,0,57,7,6,11,0,3276.23323369305,0.155794187908543,14.4888594754945,8.48885947549452
"913923","E02002340","E02002357",38,0,0,0,8,0,0,29,1,0,0,0,4872.39307544631,0.11321672017262,4.30223536655955,4.30223536655955
"913924","E02002340","E02002358",5,0,0,0,0,0,0,5,0,0,0,0,14845.566831933,0.0154046453227671,0.0770232266138354,0.0770232266138354
"913925","E02002340","E02002359",3,0,0,0,0,0,0,3,0,0,0,0,20747.5280183652,0.00473166368442272,0.0141949910532682,0.0141949910532682
"913926","E02002340","E02002360",1,0,0,0,0,1,0,0,0,0,0,0,8387.66152768208,0.0560503373996861,0.0560503373996861,0.0560503373996861
"913927","E02002340","E02002361",1,0,0,0,0,0,0,1,0,0,0,0,11657.8143876712,0.0291431413550919,0.0291431413550919,0.0291431413550919
"913928","E02002340","E02002362",13,0,0,0,1,0,0,12,0,0,0,0,6030.23942220782,0.0898134364237218,1.16757467350838,1.16757467350838
"913929","E02002340","E02002363",14,0,0,0,1,0,0,10,1,0,2,0,10436.4470400039,0.0372068567918517,0.520895995085923,0.520895995085923
"913930","E02002340","E02002364",9,0,0,0,1,0,0,7,0,0,1,0,14712.3707430201,0.0158205278227395,0.142384750404655,0.142384750404655
"913931","E02002340","E02002367",4,0,0,0,0,0,0,3,1,0,0,0,9825.4763359068,0.0420427604986627,0.168171041994651,0.168171041994651
"913932","E02002340","E02002368",6,0,0,0,0,0,1,5,0,0,0,0,4946.33653048145,0.111554712828409,0.669328276970455,0.669328276970455
"913933","E02002340","E02002369",4,0,0,0,0,0,0,4,0,0,0,0,14168.1657198258,0.0176396521446124,0.0705586085784498,0.0705586085784498
"913934","E02002340","E02002371",7,0,0,0,0,0,1,5,1,0,0,0,11159.4643770308,0.0321975254188206,0.225382677931744,0.225382677931744
"913935","E02002340","E02002373",7,0,0,0,2,0,0,5,0,0,0,0,8484.7433420151,0.0549725410129302,0.384807787090511,0.384807787090511
"913936","E02002340","E02002374",7,0,0,0,1,0,0,5,0,0,1,0,7787.91892777066,0.063193325670844,0.442353279695908,0.442353279695908
"913937","E02002340","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,6334.8511341249,0.0845051304437959,0.169010260887592,0.169010260887592
"913938","E02002340","E02002376",1,0,0,0,0,0,0,1,0,0,0,0,13112.9859261299,0.0217842076909263,0.0217842076909263,0.0217842076909263
"913939","E02002340","E02002377",1,0,0,0,0,0,0,1,0,0,0,0,12029.9355193663,0.0270529314453473,0.0270529314453473,0.0270529314453473
"913940","E02002340","E02002379",7,0,0,0,0,0,0,7,0,0,0,0,15354.026363955,0.0139151364635065,0.0974059552445456,0.0974059552445456
"913941","E02002340","E02002380",6,0,0,0,0,0,0,6,0,0,0,0,6413.71050942459,0.0831827814573167,0.4990966887439,0.4990966887439
"913942","E02002340","E02002381",8,0,0,0,1,0,0,6,0,0,1,0,5877.74241040573,0.0925948933362776,0.740759146690221,0.740759146690221
"913943","E02002340","E02002382",4,0,0,0,1,0,0,1,0,0,2,0,12687.0548287064,0.0237212556463429,0.0948850225853716,0.0948850225853716
"913944","E02002340","E02002383",1,0,0,0,0,0,0,1,0,0,0,0,9542.17908032799,0.0444936578411057,0.0444936578411057,0.0444936578411057
"913945","E02002340","E02002384",25,0,0,0,6,0,0,19,0,0,0,0,10963.0130462787,0.0334877555283397,0.837193888208492,0.837193888208492
"913946","E02002340","E02002385",6,0,0,1,3,0,0,2,0,0,0,0,9250.94886857309,0.0471621988991087,0.282973193394652,0.282973193394652
"913947","E02002340","E02002386",6,0,0,0,2,0,0,3,0,0,1,0,18087.4835577777,0.00805494157304164,0.0483296494382499,0.0483296494382499
"913948","E02002340","E02002387",11,0,0,0,0,0,0,9,0,1,1,0,7247.69564772368,0.0704035258573919,0.77443878443131,-0.22556121556869
"913949","E02002340","E02002388",1,0,0,0,0,0,0,1,0,0,0,0,8026.47496441913,0.0602490907983073,0.0602490907983073,0.0602490907983073
"913950","E02002340","E02002389",1,0,0,0,0,0,0,0,0,0,1,0,14020.3727658064,0.0181688378673737,0.0181688378673737,0.0181688378673737
"913951","E02002340","E02002390",2,0,0,0,1,0,0,1,0,0,0,0,15411.1807893257,0.0137569797952768,0.0275139595905537,0.0275139595905537
"913952","E02002340","E02002391",16,0,0,1,0,0,0,12,0,0,3,0,7033.8793915081,0.0734795103314741,1.17567216530359,1.17567216530359
"913953","E02002340","E02002392",58,0,0,5,10,2,0,32,7,0,2,0,10517.6573917894,0.0366074216179733,2.12323045384245,2.12323045384245
"913954","E02002340","E02002393",27,0,0,0,3,0,0,20,2,0,2,0,12430.0081915673,0.024972640268893,0.674261287260112,0.674261287260112
"913955","E02002340","E02002394",2,0,0,0,1,0,0,1,0,0,0,0,13292.030879068,0.0210179387410098,0.0420358774820196,0.0420358774820196
"913956","E02002340","E02002395",20,0,0,0,0,0,0,20,0,0,0,0,7217.0859605626,0.0708358538298614,1.41671707659723,1.41671707659723
"913957","E02002340","E02002396",21,0,0,0,1,0,0,15,1,0,4,0,8718.57679902938,0.0524608467328257,1.10167778138934,1.10167778138934
"913958","E02002340","E02002397",7,0,0,0,0,0,0,4,2,0,1,0,8021.67963362878,0.0603069013800015,0.42214830966001,0.42214830966001
"913959","E02002340","E02002398",3,0,0,0,0,0,0,2,0,0,1,0,17215.6737143335,0.00958929844901689,0.0287678953470507,0.0287678953470507
"913960","E02002340","E02002399",11,0,0,0,3,0,0,7,0,1,0,0,14691.4886725352,0.0158867390647017,0.174754129711718,-0.825245870288282
"913961","E02002340","E02002400",32,0,0,0,6,0,0,22,4,0,0,0,10279.0042070387,0.038397088378734,1.22870682811949,1.22870682811949
"913962","E02002340","E02002402",4,0,0,0,0,0,0,4,0,0,0,0,18028.6029688173,0.00815035823003841,0.0326014329201537,0.0326014329201537
"913963","E02002340","E02002403",5,0,0,0,0,0,0,4,0,0,1,0,20830.8909397248,0.00465342862547901,0.023267143127395,0.023267143127395
"913964","E02002340","E02002404",7,0,0,1,0,0,0,6,0,0,0,0,13523.6743992508,0.020066416460158,0.140464915221106,0.140464915221106
"913965","E02002340","E02002405",3,0,0,0,0,0,0,2,1,0,0,0,8781.62328856952,0.0518035053042579,0.155410515912774,0.155410515912774
"913966","E02002340","E02002407",1,0,0,0,0,0,0,1,0,0,0,0,9765.42993768488,0.0425507077017335,0.0425507077017335,0.0425507077017335
"913967","E02002340","E02002408",2,0,0,0,0,0,0,1,0,0,1,0,9057.21179345063,0.049025477696224,0.0980509553924479,0.0980509553924479
"913968","E02002340","E02002409",4,0,0,0,0,0,0,4,0,0,0,0,10072.3959225658,0.0400169570344116,0.160067828137647,0.160067828137647
"913969","E02002340","E02002410",11,0,0,1,1,0,1,6,1,0,0,1,10827.1773707696,0.0344099924536435,0.378509916990079,0.378509916990079
"913970","E02002340","E02002411",14,0,0,0,0,0,0,13,1,0,0,0,12109.3136860663,0.0266268402082212,0.372775762915097,0.372775762915097
"913971","E02002340","E02002412",10,0,0,0,1,0,0,8,1,0,0,0,11316.972860215,0.0311990580175104,0.311990580175104,0.311990580175104
"913972","E02002340","E02002414",9,0,0,0,0,0,0,8,1,0,0,0,13057.6345903729,0.0220267044652742,0.198240340187468,0.198240340187468
"913973","E02002340","E02002415",2,0,0,0,0,0,1,1,0,0,0,0,13501.8125458289,0.0201543463622076,0.0403086927244153,0.0403086927244153
"913974","E02002340","E02002416",3,0,0,0,2,0,0,1,0,0,0,0,20788.9430848664,0.00469263311968732,0.014077899359062,0.014077899359062
"913975","E02002340","E02002419",16,0,0,1,1,0,0,11,0,0,3,0,12694.0935383436,0.0236878857338214,0.379006171741142,0.379006171741142
"913976","E02002340","E02002420",6,0,0,0,2,0,0,4,0,0,0,0,14015.8981114739,0.0181851049990832,0.109110629994499,0.109110629994499
"913977","E02002340","E02002421",1,0,0,0,0,0,0,1,0,0,0,0,14961.6419669005,0.0150511451992908,0.0150511451992908,0.0150511451992908
"913978","E02002340","E02002422",9,0,0,0,2,0,0,6,1,0,0,0,13647.8305664142,0.0195742780774563,0.176168502697106,0.176168502697106
"913979","E02002340","E02002424",4,0,0,0,0,0,0,4,0,0,0,0,13020.5638343799,0.0221906206815249,0.0887624827260997,0.0887624827260997
"913980","E02002340","E02002425",2,0,0,0,0,0,0,2,0,0,0,0,12644.718942519,0.0239229604522985,0.047845920904597,0.047845920904597
"913981","E02002340","E02002427",4,0,0,0,0,0,0,2,0,0,2,0,18532.5076176227,0.00736899218405065,0.0294759687362026,0.0294759687362026
"913982","E02002340","E02002428",3,0,0,0,1,0,0,2,0,0,0,0,15911.6789172088,0.0124465900174539,0.0373397700523617,0.0373397700523617
"913983","E02002340","E02002429",1,0,0,0,0,0,0,1,0,0,0,0,19618.9593221514,0.00592980073884052,0.00592980073884052,0.00592980073884052
"913984","E02002340","E02002430",1,0,0,0,0,0,0,1,0,0,0,0,15686.1233127517,0.0130209267357171,0.0130209267357171,0.0130209267357171
"913985","E02002340","E02002431",3,0,0,0,0,0,0,3,0,0,0,0,15258.9057697675,0.0141823937803387,0.0425471813410161,0.0425471813410161
"913986","E02002340","E02002433",6,0,0,1,0,0,0,5,0,0,0,0,15077.8952531309,0.0147052331058615,0.088231398635169,0.088231398635169
"913987","E02002340","E02002435",8,0,0,1,0,0,0,5,2,0,0,0,15873.2142772423,0.012542709986179,0.100341679889432,0.100341679889432
"913988","E02002340","E02002442",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913989","E02002340","E02002444",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913990","E02002340","E02002447",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"913991","E02002340","E02002450",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913992","E02002340","E02002451",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"913993","E02002340","E02002454",2,0,0,1,0,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"913994","E02002340","E02002456",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913995","E02002340","E02002458",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913996","E02002340","E02002459",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913997","E02002340","E02002466",1,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.3
"913998","E02002340","E02002467",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"913999","E02002340","E02002472",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914000","E02002340","E02002473",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914006","E02002340","E02002782",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914042","E02002340","E02005769",1,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.3
"914044","E02002340","E02005772",6,0,0,0,0,0,1,5,0,0,0,0,0,0.3,1.8,1.8
"914045","E02002340","E02005773",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"914046","E02002340","E02005774",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914047","E02002340","E02005775",8,0,0,0,0,0,0,8,0,0,0,0,0,0.3,2.4,2.4
"914048","E02002340","E02005776",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914049","E02002340","E02005777",9,0,0,0,0,0,0,9,0,0,0,0,0,0.3,2.7,2.7
"914050","E02002340","E02005778",5,0,0,1,0,0,0,2,1,0,1,0,0,0.3,1.5,1.5
"914051","E02002340","E02005779",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914052","E02002340","E02005780",15,0,0,0,0,0,0,14,1,0,0,0,0,0.3,4.5,4.5
"914053","E02002340","E02005781",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914054","E02002340","E02005809",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914055","E02002340","E02005812",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914057","E02002340","E02005817",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914070","E02002340","E02006852",18,0,0,0,3,0,0,13,0,1,1,0,7236.19001503313,0.0705657198219664,1.2701829567954,0.270182956795395
"914071","E02002340","E02006861",18,0,0,0,0,0,0,16,2,0,0,0,9355.33207009631,0.0461878169364108,0.831380704855395,0.831380704855395
"914073","E02002340","E02006875",217,0,0,57,54,0,0,82,6,10,8,0,11893.1037937394,0.0278034945465052,6.03335831659162,-3.96664168340838
"914074","E02002340","E02006876",38,0,0,1,5,0,0,30,0,1,1,0,14834.3193172042,0.0154393371228232,0.58669481066728,-0.41330518933272
"914142","E02002341","E02002183",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"914143","E02002341","E02002184",7,0,0,0,1,0,0,5,1,0,0,0,0,0.3,2.1,2.1
"914144","E02002341","E02002186",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914145","E02002341","E02002187",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914146","E02002341","E02002188",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914147","E02002341","E02002190",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"914148","E02002341","E02002192",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914149","E02002341","E02002197",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914150","E02002341","E02002198",4,0,0,0,0,0,0,3,0,1,0,0,0,0.3,1.2,0.2
"914151","E02002341","E02002199",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914152","E02002341","E02002200",2,0,0,1,0,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"914153","E02002341","E02002201",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914154","E02002341","E02002202",9,0,0,1,0,0,0,8,0,0,0,0,0,0.3,2.7,2.7
"914156","E02002341","E02002207",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914157","E02002341","E02002208",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914158","E02002341","E02002212",2,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0.6,0.6
"914159","E02002341","E02002215",1,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"914160","E02002341","E02002216",2,0,0,1,0,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"914161","E02002341","E02002217",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914162","E02002341","E02002218",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914163","E02002341","E02002219",15,0,0,0,0,0,0,14,1,0,0,0,0,0.3,4.5,4.5
"914164","E02002341","E02002220",10,0,0,0,0,0,0,10,0,0,0,0,0,0.3,3,3
"914165","E02002341","E02002221",27,0,0,1,0,0,0,25,1,0,0,0,0,0.3,8.1,8.1
"914166","E02002341","E02002223",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"914167","E02002341","E02002224",4,0,0,0,0,0,0,2,2,0,0,0,0,0.3,1.2,1.2
"914168","E02002341","E02002225",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914169","E02002341","E02002226",6,0,0,0,0,0,0,5,1,0,0,0,0,0.3,1.8,1.8
"914170","E02002341","E02002227",7,0,0,0,0,0,0,7,0,0,0,0,0,0.3,2.1,2.1
"914171","E02002341","E02002228",9,0,0,0,0,0,0,9,0,0,0,0,0,0.3,2.7,2.7
"914172","E02002341","E02002229",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914173","E02002341","E02002230",6,0,0,0,0,0,0,6,0,0,0,0,0,0.3,1.8,1.8
"914174","E02002341","E02002232",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"914175","E02002341","E02002235",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"914176","E02002341","E02002236",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914177","E02002341","E02002238",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914178","E02002341","E02002239",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"914179","E02002341","E02002240",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"914180","E02002341","E02002242",10,0,0,0,0,0,0,8,2,0,0,0,0,0.3,3,3
"914181","E02002341","E02002243",2,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0.6,0.6
"914186","E02002341","E02002258",6,0,0,1,0,0,0,4,1,0,0,0,0,0.3,1.8,1.8
"914188","E02002341","E02002262",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
