"","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp"
"926799","E02002384","E02002411",54,0,0,0,7,0,0,28,3,0,16,0,2961.67787380944,0.1659102367934,8.95915278684359,8.95915278684359
"926800","E02002384","E02002412",12,0,0,0,5,0,0,4,2,0,1,0,5487.29611472778,0.100115373075842,1.2013844769101,1.2013844769101
"926801","E02002384","E02002414",21,0,0,0,6,0,0,6,0,0,9,0,3102.83693366269,0.161291790489352,3.3871276002764,3.3871276002764
"926802","E02002384","E02002415",7,0,0,0,5,0,0,2,0,0,0,0,3943.39735338109,0.136333351957189,0.954333463700325,0.954333463700325
"926803","E02002384","E02002416",5,0,0,0,2,0,0,2,1,0,0,0,9894.46818329666,0.0414666229757469,0.207333114878734,0.207333114878734
"926804","E02002384","E02002417",5,0,0,0,1,0,0,0,0,0,4,0,14624.0500140748,0.0161024667065429,0.0805123335327143,0.0805123335327143
"926805","E02002384","E02002418",1,0,0,0,0,0,0,1,0,0,0,0,11939.4445890527,0.0275469977989384,0.0275469977989384,0.0275469977989384
"926806","E02002384","E02002419",47,0,0,0,23,1,2,13,2,2,4,0,4654.74815121632,0.11825376242494,5.55792683397218,3.55792683397218
"926807","E02002384","E02002420",15,0,0,0,5,0,0,8,1,0,1,0,4864.77780983622,0.113389286632328,1.70083929948491,1.70083929948491
"926808","E02002384","E02002421",1,0,0,0,0,0,0,1,0,0,0,0,4911.18307704345,0.112341783090721,0.112341783090721,0.112341783090721
"926809","E02002384","E02002422",41,0,0,0,26,0,0,13,2,0,0,0,6317.86984224424,0.0847926196183116,3.47649740435077,3.47649740435077
"926810","E02002384","E02002424",7,0,0,0,2,0,0,4,0,0,1,0,7442.21090260945,0.067717205718445,0.474020440029115,0.474020440029115
"926811","E02002384","E02002425",1,0,0,0,0,0,0,1,0,0,0,0,9240.05987672021,0.0472650205808309,0.0472650205808309,0.0472650205808309
"926812","E02002384","E02002427",4,0,0,0,2,0,0,0,1,0,1,0,7825.58198797481,0.0627191031743289,0.250876412697316,0.250876412697316
"926813","E02002384","E02002428",2,0,0,0,1,0,0,0,0,0,1,0,6344.13488511725,0.0843483711025775,0.168696742205155,0.168696742205155
"926814","E02002384","E02002430",5,0,0,0,3,0,0,2,0,0,0,0,6889.93535465217,0.0756256418604402,0.378128209302201,0.378128209302201
"926815","E02002384","E02002431",13,0,0,2,7,0,0,2,1,0,1,0,7720.36893242648,0.0640528605258686,0.832687186836292,0.832687186836292
"926816","E02002384","E02002432",2,0,0,0,0,0,0,1,1,0,0,0,12940.9461017125,0.0225468023743668,0.0450936047487337,0.0450936047487337
"926817","E02002384","E02002433",15,0,0,0,5,0,0,6,1,0,3,0,8383.61848480173,0.0560956785123348,0.841435177685022,0.841435177685022
"926818","E02002384","E02002434",1,0,0,0,0,0,0,0,0,0,1,0,8532.1136674758,0.0544541869185015,0.0544541869185015,0.0544541869185015
"926819","E02002384","E02002435",19,0,0,0,12,0,0,6,0,0,1,0,9653.3337689633,0.0435154357884612,0.826793279980764,0.826793279980764
"926820","E02002384","E02002439",5,0,0,1,0,0,0,4,0,0,0,0,0,0.3,1.5,1.5
"926821","E02002384","E02002440",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926822","E02002384","E02002442",6,0,0,3,0,0,0,3,0,0,0,0,0,0.3,1.8,1.8
"926823","E02002384","E02002443",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926824","E02002384","E02002445",6,0,2,0,1,0,0,0,0,0,3,0,0,0.3,1.8,1.8
"926825","E02002384","E02002446",3,0,0,0,1,0,0,2,0,0,0,0,0,0.3,0.9,0.9
"926826","E02002384","E02002447",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"926827","E02002384","E02002450",3,0,0,0,0,0,0,2,1,0,0,0,0,0.3,0.9,0.9
"926828","E02002384","E02002451",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"926829","E02002384","E02002452",2,0,0,0,1,0,0,0,0,0,1,0,0,0.3,0.6,0.6
"926830","E02002384","E02002454",9,0,0,2,1,0,0,6,0,0,0,0,0,0.3,2.7,2.7
"926831","E02002384","E02002456",6,0,0,2,0,0,0,2,2,0,0,0,0,0.3,1.8,1.8
"926832","E02002384","E02002458",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"926833","E02002384","E02002461",7,0,0,0,1,0,0,2,4,0,0,0,0,0.3,2.1,2.1
"926834","E02002384","E02002462",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"926835","E02002384","E02002464",1,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"926836","E02002384","E02002465",3,0,0,1,1,0,0,1,0,0,0,0,0,0.3,0.9,0.9
"926837","E02002384","E02002467",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926838","E02002384","E02002470",1,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.3
"926839","E02002384","E02002472",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"926840","E02002384","E02002474",1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.3
"926841","E02002384","E02002475",3,0,0,0,0,0,0,1,0,0,2,0,0,0.3,0.9,0.9
"926924","E02002384","E02005769",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926926","E02002384","E02005772",3,0,0,0,1,0,0,2,0,0,0,0,0,0.3,0.9,0.9
"926927","E02002384","E02005773",5,0,0,1,2,0,0,1,0,0,1,0,0,0.3,1.5,1.5
"926928","E02002384","E02005774",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926929","E02002384","E02005775",12,0,0,1,6,0,0,5,0,0,0,0,0,0.3,3.6,3.6
"926930","E02002384","E02005776",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926931","E02002384","E02005777",4,0,0,2,1,0,0,1,0,0,0,0,0,0.3,1.2,1.2
"926932","E02002384","E02005778",3,0,0,0,2,0,0,0,0,0,1,0,0,0.3,0.9,0.9
"926933","E02002384","E02005779",9,0,0,3,0,0,0,5,1,0,0,0,0,0.3,2.7,2.7
"926934","E02002384","E02005780",3,0,0,0,2,0,0,0,1,0,0,0,0,0.3,0.9,0.9
"926938","E02002384","E02005809",1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"926939","E02002384","E02005810",2,0,0,0,0,0,0,1,1,0,0,0,0,0.3,0.6,0.6
"926941","E02002384","E02005812",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"926956","E02002384","E02006852",43,0,0,0,28,1,0,6,2,1,5,0,3763.16224868097,0.141337412039856,6.0775087177138,5.0775087177138
"926957","E02002384","E02006861",54,0,0,0,8,1,0,13,1,0,31,0,1608.34796641981,0.217481302512176,11.7439903356575,11.7439903356575
"926958","E02002384","E02006875",966,0,3,14,153,14,1,69,18,13,679,2,1492.29012212107,0.222588427636353,215.020421096717,202.020421096717
"926959","E02002384","E02006876",94,0,0,0,35,2,0,37,5,2,13,0,4247.63463181743,0.128285153555962,12.0588044342604,10.0588044342604
"927031","E02002385","E02002184",4,0,0,3,0,0,0,1,0,0,0,0,0,0.3,1.2,1.2
"927032","E02002385","E02002185",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"927033","E02002385","E02002186",6,0,0,2,0,0,0,3,1,0,0,0,0,0.3,1.8,1.8
"927034","E02002385","E02002187",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927035","E02002385","E02002190",2,0,0,1,0,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927036","E02002385","E02002195",2,0,0,0,0,0,0,0,0,0,2,0,0,0.3,0.6,0.6
"927037","E02002385","E02002197",1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"927038","E02002385","E02002199",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927039","E02002385","E02002200",10,0,0,7,0,0,0,3,0,0,0,0,0,0.3,3,3
"927040","E02002385","E02002201",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"927041","E02002385","E02002202",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"927042","E02002385","E02002203",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927043","E02002385","E02002204",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927044","E02002385","E02002206",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927045","E02002385","E02002207",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"927046","E02002385","E02002209",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927047","E02002385","E02002210",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927048","E02002385","E02002212",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"927050","E02002385","E02002216",4,0,0,1,0,0,0,3,0,0,0,0,0,0.3,1.2,1.2
"927051","E02002385","E02002217",4,0,0,0,1,0,0,3,0,0,0,0,0,0.3,1.2,1.2
"927052","E02002385","E02002219",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"927053","E02002385","E02002220",8,0,0,0,5,0,0,3,0,0,0,0,0,0.3,2.4,2.4
"927054","E02002385","E02002221",35,0,0,14,7,0,0,11,2,0,1,0,0,0.3,10.5,10.5
"927055","E02002385","E02002223",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927056","E02002385","E02002224",4,0,0,0,1,0,0,2,1,0,0,0,0,0.3,1.2,1.2
"927057","E02002385","E02002225",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927058","E02002385","E02002226",5,0,0,2,1,0,0,2,0,0,0,0,0,0.3,1.5,1.5
"927059","E02002385","E02002227",5,0,0,1,1,0,0,1,0,0,2,0,0,0.3,1.5,1.5
"927060","E02002385","E02002228",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927061","E02002385","E02002230",5,0,0,3,0,0,0,2,0,0,0,0,0,0.3,1.5,1.5
"927062","E02002385","E02002232",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927063","E02002385","E02002235",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"927064","E02002385","E02002239",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927065","E02002385","E02002241",2,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0.6,0.6
"927066","E02002385","E02002242",2,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927074","E02002385","E02002258",5,0,0,0,0,0,0,5,0,0,0,0,0,0.3,1.5,1.5
"927077","E02002385","E02002262",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927081","E02002385","E02002272",10,0,0,0,4,0,0,5,0,0,1,0,0,0.3,3,3
"927082","E02002385","E02002273",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"927083","E02002385","E02002276",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927084","E02002385","E02002280",2,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.6,0.6
"927085","E02002385","E02002281",5,0,0,0,0,0,0,3,2,0,0,0,0,0.3,1.5,1.5
"927086","E02002385","E02002285",3,0,0,0,0,0,0,2,1,0,0,0,0,0.3,0.9,0.9
"927087","E02002385","E02002286",4,0,0,1,0,0,0,3,0,0,0,0,0,0.3,1.2,1.2
"927088","E02002385","E02002287",7,0,0,3,0,0,0,4,0,0,0,0,0,0.3,2.1,2.1
"927089","E02002385","E02002288",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927090","E02002385","E02002290",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927091","E02002385","E02002292",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927092","E02002385","E02002294",1,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3
"927093","E02002385","E02002298",3,0,0,0,0,0,0,3,0,0,0,0,0,0.3,0.9,0.9
"927104","E02002385","E02002331",6,0,0,0,1,0,0,3,1,0,1,0,20039.1109533682,0.00545187880419552,0.0327112728251731,0.0327112728251731
"927105","E02002385","E02002332",3,0,0,0,1,0,0,2,0,0,0,0,14057.6981717707,0.0180337110115113,0.054101133034534,0.054101133034534
"927106","E02002385","E02002333",7,0,0,0,2,0,0,3,0,0,2,0,12436.7504098182,0.0249389887643722,0.174572921350605,0.174572921350605
"927107","E02002385","E02002334",7,0,0,0,1,0,0,6,0,0,0,0,16964.7192570597,0.0100828768453081,0.070580137917157,0.070580137917157
"927108","E02002385","E02002335",1,0,0,0,0,0,0,1,0,0,0,0,11854.2271284084,0.0280205186007989,0.0280205186007989,0.0280205186007989
"927109","E02002385","E02002336",12,0,0,2,3,0,0,6,1,0,0,0,9104.06961820496,0.0485681783996776,0.582818140796131,0.582818140796131
"927110","E02002385","E02002337",2,0,0,0,1,0,0,0,0,0,1,0,13313.7334462703,0.0209269077988464,0.0418538155976929,0.0418538155976929
"927111","E02002385","E02002338",7,0,0,3,1,0,0,1,2,0,0,0,10949.8765918283,0.0335758532819055,0.235030972973339,0.235030972973339
"927112","E02002385","E02002339",5,0,0,0,3,0,0,2,0,0,0,0,9943.0229343917,0.0410658915548801,0.2053294577744,0.2053294577744
"927113","E02002385","E02002340",6,0,0,0,2,0,0,4,0,0,0,0,9250.94886857309,0.0471621988991087,0.282973193394652,0.282973193394652
"927114","E02002385","E02002341",2,0,0,0,1,0,0,0,0,0,1,0,7102.63613339274,0.072475983722167,0.144951967444334,0.144951967444334
"927115","E02002385","E02002342",6,0,0,0,1,0,0,5,0,0,0,0,6653.76587777248,0.0792834415465568,0.475700649279341,0.475700649279341
"927116","E02002385","E02002343",6,0,0,0,0,0,0,6,0,0,0,0,8244.35364317145,0.0576800722756935,0.346080433654161,0.346080433654161
"927117","E02002385","E02002344",3,0,0,0,0,0,0,1,0,0,2,0,6371.50283304281,0.0838879439810771,0.251663831943231,0.251663831943231
"927118","E02002385","E02002345",8,0,0,0,4,0,0,3,1,0,0,0,5544.1165152308,0.0989840941039719,0.791872752831775,0.791872752831775
"927119","E02002385","E02002346",11,0,0,0,5,0,0,5,0,0,0,1,5260.25224569626,0.104766286404329,1.15242915044762,1.15242915044762
"927120","E02002385","E02002347",4,0,0,0,3,0,0,1,0,0,0,0,5018.32625223435,0.109960061677932,0.439840246711729,0.439840246711729
"927121","E02002385","E02002348",13,0,0,0,3,0,0,8,2,0,0,0,4496.03366713935,0.12206769174485,1.58687999268305,1.58687999268305
"927122","E02002385","E02002349",2,0,0,0,1,0,0,1,0,0,0,0,6831.83478826822,0.0765095459725526,0.153019091945105,0.153019091945105
"927123","E02002385","E02002350",21,0,0,6,7,0,0,6,2,0,0,0,6033.74742915597,0.0897504452918362,1.88475935112856,1.88475935112856
"927124","E02002385","E02002351",6,0,0,0,0,0,0,6,0,0,0,0,10185.5910448467,0.0391211900688529,0.234727140413118,0.234727140413118
"927125","E02002385","E02002352",28,0,0,0,14,1,0,8,2,2,1,0,5042.71139719363,0.109425088868512,3.06390248831833,1.06390248831833
"927126","E02002385","E02002353",9,0,0,0,2,0,0,5,0,1,1,0,5573.88125442911,0.0983965973585102,0.885569376226591,-0.114430623773409
"927127","E02002385","E02002354",16,0,0,0,1,2,0,11,0,0,2,0,4157.50006378558,0.130618709144376,2.08989934631002,2.08989934631002
"927128","E02002385","E02002356",29,0,0,0,11,1,0,15,0,1,1,0,6746.84244032873,0.0778212077006007,2.25681502331742,1.25681502331742
"927129","E02002385","E02002357",16,0,0,0,11,0,0,5,0,0,0,0,4381.15610167548,0.124904725954386,1.99847561527017,1.99847561527017
"927130","E02002385","E02002358",9,0,0,0,4,0,0,5,0,0,0,0,8651.22719235393,0.0531722708684322,0.47855043781589,0.47855043781589
"927131","E02002385","E02002359",8,0,0,1,2,0,0,3,2,0,0,0,14236.4191461265,0.0174004948492978,0.139203958794382,0.139203958794382
"927132","E02002385","E02002360",4,0,0,0,1,1,0,2,0,0,0,0,3183.94914564913,0.15869635279756,0.634785411190239,0.634785411190239
"927133","E02002385","E02002361",6,0,0,0,1,0,0,5,0,0,0,0,5069.68425298358,0.108836376792429,0.653018260754575,0.653018260754575
"927134","E02002385","E02002362",19,0,0,0,3,0,0,7,1,3,5,0,3235.41158972697,0.157071349371527,2.98435563805901,-0.015644361940987
"927135","E02002385","E02002363",18,0,0,0,6,1,0,7,0,2,2,0,3904.93099546949,0.137386246367765,2.47295243461977,0.472952434619767
"927136","E02002385","E02002364",20,0,0,0,5,0,0,14,0,1,0,0,7922.64871765507,0.0615132581421188,1.23026516284238,0.230265162842375
"927137","E02002385","E02002366",6,0,0,0,2,0,0,1,1,1,0,1,6198.53473936066,0.0868407105081588,0.521044263048953,-0.478955736951047
"927138","E02002385","E02002367",2,0,0,0,1,1,0,0,0,0,0,0,2615.3884236412,0.177808084189382,0.355616168378764,0.355616168378764
"927139","E02002385","E02002368",6,0,0,0,1,0,0,4,1,0,0,0,7011.54105045145,0.0738085268249651,0.442851160949791,0.442851160949791
"927140","E02002385","E02002369",5,0,0,0,2,0,0,3,0,0,0,0,6935.31955919767,0.0749423058981427,0.374711529490714,0.374711529490714
"927141","E02002385","E02002370",1,0,0,0,0,0,0,1,0,0,0,0,9368.34899670255,0.0460677286376613,0.0460677286376613,0.0460677286376613
"927142","E02002385","E02002371",17,0,0,1,3,1,0,11,1,0,0,0,3627.94673198585,0.145211765432728,2.46860001235638,2.46860001235638
"927143","E02002385","E02002373",66,0,0,1,3,2,0,19,1,1,39,0,1177.52808430617,0.237051367414267,15.6453902493416,14.6453902493416
"927144","E02002385","E02002374",41,0,0,0,6,2,0,13,3,3,14,0,1463.13285386622,0.223890233757301,9.17949958404936,6.17949958404936
"927145","E02002385","E02002375",2,0,0,0,0,0,0,2,0,0,0,0,3250.36848725477,0.156602191420695,0.31320438284139,0.31320438284139
"927146","E02002385","E02002376",1,0,0,0,0,0,0,1,0,0,0,0,5454.04869330181,0.100783306922533,0.100783306922533,0.100783306922533
"927147","E02002385","E02002377",10,0,0,0,5,0,0,2,2,0,1,0,4233.92410817401,0.128637407620195,1.28637407620195,1.28637407620195
"927148","E02002385","E02002379",3,0,0,0,0,0,0,3,0,0,0,0,7833.43044426724,0.0626207307736834,0.18786219232105,0.18786219232105
"927149","E02002385","E02002380",2,0,0,0,0,0,0,2,0,0,0,0,3963.46083019596,0.135787383882338,0.271574767764677,0.271574767764677
"927150","E02002385","E02002381",1,0,0,0,0,0,0,0,1,0,0,0,4902.8391937722,0.112529412948259,0.112529412948259,0.112529412948259
"927151","E02002385","E02002382",5,0,0,0,2,0,0,3,0,0,0,0,4644.08131853975,0.118506310337221,0.592531551686103,0.592531551686103
"927152","E02002385","E02002383",27,0,0,0,1,1,0,8,0,0,17,0,824.240971876173,0.254406728667518,6.86898167402299,6.86898167402299
"927153","E02002385","E02002384",79,0,0,4,13,0,0,24,0,12,26,0,2469.77447947324,0.183062491610905,14.4619368372615,2.46193683726149
"927154","E02002385","E02002385",158,0,1,4,10,0,2,31,3,3,103,1,0,0.3,47.4,44.4
"927155","E02002385","E02002386",4,0,0,0,2,0,0,2,0,0,0,0,10449.6872576182,0.0371084617503908,0.148433847001563,0.148433847001563
"927156","E02002385","E02002387",5,0,0,0,2,0,0,2,0,0,1,0,3475.8450264163,0.149697032668129,0.748485163340644,0.748485163340644
"927157","E02002385","E02002388",3,0,0,0,0,0,0,1,0,0,2,0,1831.9724493121,0.207968782602077,0.623906347806231,0.623906347806231
"927158","E02002385","E02002389",1,0,0,0,0,0,0,1,0,0,0,0,6005.18775627337,0.0902645608630082,0.0902645608630082,0.0902645608630082
"927159","E02002385","E02002390",19,0,0,0,6,0,0,8,0,0,5,0,7449.24091551738,0.0676220620541795,1.28481917902941,1.28481917902941
"927160","E02002385","E02002391",15,0,0,0,3,0,0,11,0,0,1,0,5651.36430699558,0.0968835375420912,1.45325306313137,1.45325306313137
"927161","E02002385","E02002392",290,0,0,2,38,3,0,33,6,15,192,1,1466.47440391593,0.22374065566079,64.8847901416292,49.8847901416292
"927162","E02002385","E02002393",60,0,0,0,22,2,0,28,0,4,4,0,3880.48113436114,0.138059706554975,8.28358239329851,4.28358239329851
"927163","E02002385","E02002394",12,0,0,0,5,0,0,3,3,0,1,0,4826.63463336728,0.114257599958078,1.37109119949694,1.37109119949694
"927164","E02002385","E02002395",16,0,0,2,5,0,0,6,1,1,1,0,7305.49355334139,0.0695943763138789,1.11351002102206,0.113510021022062
"927165","E02002385","E02002396",21,0,0,0,3,0,0,17,1,0,0,0,2027.83858843637,0.199979479137015,4.19956906187731,4.19956906187731
"927166","E02002385","E02002397",2,0,0,0,0,0,0,2,0,0,0,0,4297.48131584509,0.127012589502588,0.254025179005176,0.254025179005176
"927167","E02002385","E02002398",6,0,0,0,2,0,0,2,2,0,0,0,8484.73924043843,0.054972586107767,0.329835516646602,0.329835516646602
"927168","E02002385","E02002399",13,0,0,0,2,0,0,8,1,1,1,0,5735.1794399314,0.0952730125756539,1.2385491634835,0.238549163483501
"927169","E02002385","E02002400",120,0,0,0,26,4,0,37,4,7,41,1,1209.26325798542,0.235551558854581,28.2661870625497,21.2661870625497
"927170","E02002385","E02002401",5,0,0,0,0,0,0,3,2,0,0,0,7094.98776279386,0.0725869331954068,0.362934665977034,0.362934665977034
"927171","E02002385","E02002402",9,0,0,1,3,0,0,5,0,0,0,0,9746.41356628456,0.0427128478502174,0.384415630651956,0.384415630651956
"927172","E02002385","E02002403",8,0,0,1,0,0,0,5,2,0,0,0,12923.272748633,0.0226266389090061,0.181013111272049,0.181013111272049
"927173","E02002385","E02002404",24,0,1,1,3,0,0,15,1,3,0,0,4553.90005176026,0.120663112017368,2.89591468841683,-0.104085311583174
"927174","E02002385","E02002405",2,0,0,0,1,0,0,1,0,0,0,0,7011.66039596221,0.0738067651027241,0.147613530205448,0.147613530205448
"927175","E02002385","E02002406",2,0,0,1,0,0,0,1,0,0,0,0,14211.9273790808,0.0174859377164011,0.0349718754328023,0.0349718754328023
"927176","E02002385","E02002407",8,0,0,0,2,0,0,1,3,0,2,0,2613.35691447813,0.177880342618214,1.42304274094571,1.42304274094571
"927177","E02002385","E02002408",9,0,0,0,3,0,0,6,0,0,0,0,5126.95862676821,0.107596782977549,0.968371046797938,0.968371046797938
"927178","E02002385","E02002409",12,0,0,0,3,2,0,3,1,0,3,0,4241.41422111071,0.128444850141738,1.54133820170086,1.54133820170086
"927179","E02002385","E02002410",9,0,0,1,1,0,0,5,0,2,0,0,2261.25734781992,0.190858249841504,1.71772424857353,-0.282275751426467
"927180","E02002385","E02002411",72,0,0,8,17,9,0,12,4,9,13,0,2929.38345637471,0.166985299798104,12.0229415854635,3.02294158546349
"927181","E02002385","E02002412",15,0,0,0,4,0,0,4,2,1,4,0,3857.33454643471,0.13870031041767,2.08050465626506,1.08050465626506
"927182","E02002385","E02002414",20,0,0,1,0,0,1,12,1,1,4,0,3810.08072437072,0.140017348078939,2.80034696157878,1.80034696157878
"927183","E02002385","E02002415",3,0,0,0,0,0,0,2,0,0,1,0,4325.63033926177,0.126299542472436,0.378898627417307,0.378898627417307
"927184","E02002385","E02002416",16,0,0,0,6,0,0,8,2,0,0,0,12061.0067823972,0.0268853389659351,0.430165423454961,0.430165423454961
"927185","E02002385","E02002417",1,0,0,0,0,0,0,1,0,0,0,0,16901.4875845543,0.0102111979643317,0.0102111979643317,0.0102111979643317
"927186","E02002385","E02002418",1,0,0,0,0,0,0,0,0,0,1,0,14184.9628938545,0.0175804923106782,0.0175804923106782,0.0175804923106782
"927187","E02002385","E02002419",56,0,0,2,18,1,0,25,5,4,1,0,4017.78533011522,0.134320053172446,7.52192297765697,3.52192297765697
"927188","E02002385","E02002420",20,0,0,0,9,0,0,8,1,0,2,0,4988.49973722264,0.110617967115685,2.2123593423137,2.2123593423137
"927189","E02002385","E02002421",2,0,0,0,1,0,0,0,0,0,1,0,5736.40420339343,0.0952496780527536,0.190499356105507,0.190499356105507
"927190","E02002385","E02002422",44,0,0,1,22,2,0,15,3,1,0,0,5498.63884752336,0.0998885141080919,4.39509462075604,3.39509462075604
"927191","E02002385","E02002423",3,0,0,0,0,0,0,3,0,0,0,0,6683.55690119898,0.0788124590719911,0.236437377215973,0.236437377215973
"927192","E02002385","E02002424",8,0,0,0,5,0,0,3,0,0,0,0,6019.70385986756,0.0900028829578918,0.720023063663135,0.720023063663135
"927193","E02002385","E02002425",8,0,0,0,2,0,1,5,0,0,0,0,7376.86346406096,0.0686080436234314,0.548864348987451,0.548864348987451
"927194","E02002385","E02002426",5,0,0,0,0,0,0,3,0,2,0,0,10753.4835746174,0.0349209089361747,0.174604544680873,-1.82539545531913
"927195","E02002385","E02002427",2,0,0,0,0,0,0,2,0,0,0,0,9294.58752213043,0.0467523709627814,0.0935047419255628,0.0935047419255628
"927196","E02002385","E02002428",3,0,0,0,1,0,0,2,0,0,0,0,6830.22853387164,0.0765341286798692,0.229602386039608,0.229602386039608
"927197","E02002385","E02002429",4,0,0,0,0,0,0,1,0,0,3,0,10381.2302610552,0.0376200225182954,0.150480090073182,0.150480090073182
"927198","E02002385","E02002430",3,0,0,0,0,0,0,2,0,0,1,0,6903.73881705779,0.075417150642062,0.226251451926186,0.226251451926186
"927199","E02002385","E02002431",10,0,0,0,5,0,0,2,2,0,0,1,7127.67012525591,0.072114017985689,0.72114017985689,0.72114017985689
"927200","E02002385","E02002432",2,0,0,0,0,0,0,2,0,0,0,0,14854.779109927,0.0153762890783268,0.0307525781566537,0.0307525781566537
"927201","E02002385","E02002433",13,0,0,1,2,0,0,5,2,0,3,0,7474.87548836735,0.0672762567336137,0.874591337536979,0.874591337536979
"927202","E02002385","E02002434",4,0,0,0,0,0,0,2,0,0,2,0,9207.02159523067,0.0475783656900523,0.190313462760209,0.190313462760209
"927203","E02002385","E02002435",14,0,0,2,3,0,0,6,0,0,3,0,8654.57181597886,0.0531367145153524,0.743914003214933,0.743914003214933
"927204","E02002385","E02002436",4,0,0,0,2,0,0,0,0,1,1,0,9176.88822914249,0.047865970732596,0.191463882930384,-0.808536117069616
"927205","E02002385","E02002438",2,0,0,1,0,0,0,1,0,0,0,0,0,0.3,0.6,0.6
"927206","E02002385","E02002439",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"927207","E02002385","E02002440",5,0,0,0,0,0,0,3,2,0,0,0,0,0.3,1.5,1.5
"927208","E02002385","E02002441",3,0,0,1,0,0,0,2,0,0,0,0,0,0.3,0.9,0.9
"927209","E02002385","E02002442",5,0,0,0,1,0,0,4,0,0,0,0,0,0.3,1.5,1.5
"927210","E02002385","E02002443",4,0,0,0,0,0,0,4,0,0,0,0,0,0.3,1.2,1.2
"927211","E02002385","E02002444",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927212","E02002385","E02002445",1,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3
"927213","E02002385","E02002448",1,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0.3,-0.7
